transaction_id,sale_id,product_code,customer_id,date,price,discounts_applied,order_status
AAA113117,1,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113118,1,ot_white,dsan7163,4/2/2023,9.12,odis,Order Fulfilled
AAA113119,1,vt_grey,,4/2/2023,12.36,,Order Fulfilled
AAA113120,1,vt_black,,4/2/2023,12.36,,Order Fulfilled
AAA113120,2,ppolo,,4/2/2023,15.15,,Order Fulfilled
AAA113120,3,vh_grey,,4/2/2023,28.84,,Order Fulfilled
AAA113121,1,vpolo,,4/2/2023,15.45,,Order Fulfilled
AAA113121,2,ot_white,,4/2/2023,11.4,,Order Fulfilled
AAA113121,3,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113122,1,pt_white,,4/2/2023,12.12,,Order Fulfilled
AAA113123,1,vt_grey,,4/2/2023,12.36,,Order Fulfilled
AAA113123,2,pt_black,,4/2/2023,12.12,,Order Fulfilled
AAA113123,3,vt_black,,4/2/2023,6.18,2f3,Order Fulfilled
AAA113123,4,vt_black,,4/2/2023,12.36,,Order Fulfilled
AAA113124,1,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113124,2,vpolo,,4/2/2023,15.45,,Order Fulfilled
AAA113125,1,vt_white,,4/2/2023,12.36,,Order Fulfilled
AAA113125,2,pt_white,,4/2/2023,12.12,,Order Fulfilled
AAA113125,3,ot_black,,4/2/2023,5.7,2f3,Order Fulfilled
AAA113126,1,pt_black,,4/2/2023,12.12,,Order Fulfilled
AAA113127,1,oh_black,dmat5915,4/2/2023,21.28,odis,Order Fulfilled
AAA113128,1,ph_grey,,4/2/2023,28.28,,Order Fulfilled
AAA113129,1,ot_black,,4/2/2023,11.4,,Order Fulfilled
AAA113129,2,ojean,,4/2/2023,33.25,,Order Fulfilled
AAA113129,3,oh_black,,4/2/2023,22.61,15%h,Order Fulfilled
AAA113130,1,vt_white,jpow6355,4/2/2023,12.36,,Order Fulfilled
AAA113130,2,ppolo,jpow6355,4/2/2023,15.15,,Order Fulfilled
AAA113130,3,vpolo,jpow6355,4/2/2023,15.45,,Order Fulfilled
AAA113130,4,pjean,jpow6355,4/2/2023,31.82,10%pm,Order Fulfilled
AAA113130,5,vt_black,jpow6355,4/2/2023,12.36,,Order Fulfilled
AAA113131,1,vjean,,4/2/2023,36.05,,Order Fulfilled
AAA113132,1,opolo,,4/2/2023,14.25,,Order Fulfilled
AAA113132,2,pt_grey,,4/2/2023,12.12,,Order Fulfilled
AAA113132,3,ot_black,,4/2/2023,11.4,,Order Fulfilled
AAA113133,1,ojean,,4/2/2023,33.25,,Order Fulfilled
AAA113134,1,vt_black,,4/2/2023,12.36,,Order Fulfilled
AAA113135,1,pt_white,,4/2/2023,12.12,,Order Fulfilled
AAA113135,2,ot_grey,,4/2/2023,11.4,,Order Fulfilled
AAA113135,3,vh_black,,4/2/2023,14.42,2f3,Order Fulfilled
AAA113136,1,vt_black,,4/2/2023,12.36,,Order Fulfilled
AAA113136,2,pt_grey,,4/2/2023,12.12,,Order Fulfilled
