transaction_id,sale_id,product_id,member_id,sale_date
AAA118202,2,pt_grey,,10/1/2023
AAA118202,3,ppolo,,10/1/2023
AAA118203,1,pt_white,aras2626,10/1/2023
AAA118204,1,ot_black,,10/1/2023
AAA118205,1,oh_black,jhol8595,10/1/2023
AAA118206,1,ojean,,10/1/2023
AAA118207,1,ot_grey,,10/1/2023
AAA118207,2,ot_white,,10/1/2023
AAA118207,3,vt_white,,10/1/2023
AAA118208,1,oh_black,,10/1/2023
AAA118209,1,opolo,,10/1/2023
AAA118209,2,ojean,,10/1/2023
AAA118209,3,vh_white,,10/1/2023
AAA118210,1,pjean,,10/1/2023
AAA118211,1,pt_white,lnel2676,10/1/2023
AAA118212,1,pjean,,10/1/2023
AAA118213,1,ppolo,,10/1/2023
AAA118213,2,ph_black,,10/1/2023
AAA118214,1,ot_white,,10/1/2023
AAA118215,1,ot_white,jsim9858,10/1/2023
AAA118215,2,ppolo,jsim9858,10/1/2023
AAA118215,3,pt_black,jsim9858,10/1/2023
AAA118216,1,vt_grey,dsha9232,10/1/2023
AAA118216,2,oh_black,dsha9232,10/1/2023
AAA118216,3,vh_grey,dsha9232,10/1/2023
AAA118216,4,opolo,dsha9232,10/1/2023
AAA118216,5,pt_white,dsha9232,10/1/2023
AAA118217,1,ot_grey,,10/1/2023
AAA118218,1,pt_black,,10/1/2023
AAA118219,1,oh_white,,10/1/2023
AAA118219,2,pt_black,,10/1/2023
AAA118219,3,vjean,,10/1/2023
AAA118220,1,vt_white,,10/1/2023
AAA118221,1,vt_grey,csmi8505,10/1/2023
AAA118221,2,pt_white,csmi8505,10/1/2023
AAA118221,3,pjean,csmi8505,10/1/2023
AAA118221,4,vjean,csmi8505,10/1/2023
AAA118222,1,vt_grey,,10/1/2023
AAA118223,1,vt_white,,10/1/2023
AAA118223,2,pt_white,,10/1/2023
AAA118223,3,opolo,,10/1/2023
AAA118224,1,pt_white,sram9337,10/1/2023
AAA118225,1,vh_grey,,10/1/2023
AAA118226,1,oh_grey,cmon4895,10/1/2023
AAA118226,2,ot_white,cmon4895,10/1/2023
AAA118227,1,ot_grey,,10/1/2023
AAA118228,1,oh_white,,10/1/2023
AAA118229,1,ph_black,,10/1/2023
AAA118229,2,ot_white,,10/1/2023
AAA118229,3,ot_black,,10/1/2023
AAA118230,1,ot_white,,10/1/2023
AAA118230,2,ot_grey,,10/1/2023
AAA118231,1,vt_white,,10/1/2023
AAA118231,2,ot_grey,,10/1/2023
AAA118231,3,vt_grey,,10/1/2023
AAA118232,1,vt_black,bcom6698,10/1/2023
AAA118233,1,ph_black,ajoh2724,10/1/2023
AAA118233,2,pt_white,ajoh2724,10/1/2023
AAA118233,3,ojean,ajoh2724,10/1/2023
AAA118234,1,vh_black,dwil4934,10/1/2023
AAA118235,1,vjean,,10/1/2023
AAA118236,1,opolo,nsmi4762,10/1/2023
AAA118236,2,ojean,nsmi4762,10/1/2023
AAA118236,3,pt_grey,nsmi4762,10/1/2023
AAA118237,1,ot_white,,10/1/2023
AAA118238,1,vjean,,10/1/2023
AAA118239,1,ot_black,,10/1/2023
AAA118240,1,ot_grey,wdav4068,10/1/2023
AAA118241,1,vt_white,,10/1/2023
AAA118242,1,opolo,,10/1/2023
AAA118242,2,vt_black,,10/1/2023
AAA118242,3,vt_black,,10/1/2023
AAA118242,4,opolo,,10/1/2023
AAA118242,5,vh_white,,10/1/2023
AAA118243,1,ot_black,,10/1/2023
AAA118244,1,ojean,,10/1/2023
AAA118245,1,vh_grey,mwhe1358,10/1/2023
AAA118246,1,vpolo,bwea7806,10/2/2023
AAA118246,2,vt_grey,bwea7806,10/2/2023
AAA118246,3,vh_black,bwea7806,10/2/2023
AAA118247,1,vjean,,10/2/2023
AAA118248,1,oh_black,aben9154,10/2/2023
AAA118249,1,ojean,bstu4247,10/2/2023
AAA118250,1,ojean,,10/2/2023
AAA118250,2,opolo,,10/2/2023
AAA118251,1,vt_black,,10/2/2023
AAA118252,1,pt_grey,,10/2/2023
AAA118252,2,ot_grey,,10/2/2023
AAA118253,1,ot_grey,,10/2/2023
AAA118254,1,vh_black,,10/2/2023
AAA118255,1,pt_white,,10/2/2023
AAA118255,2,vh_white,,10/2/2023
AAA118255,3,vt_black,,10/2/2023
AAA118256,1,ppolo,psim6664,10/2/2023
AAA118256,2,pt_black,psim6664,10/2/2023
AAA118256,3,ppolo,psim6664,10/2/2023
AAA118257,1,pt_grey,rroy4527,10/2/2023
AAA118258,1,vt_white,ngri2443,10/2/2023
AAA118258,2,oh_grey,ngri2443,10/2/2023
AAA118258,3,vt_grey,ngri2443,10/2/2023
AAA118259,1,ot_white,,10/2/2023
AAA118260,1,opolo,twri2249,10/2/2023
AAA118261,1,ppolo,,10/2/2023
AAA118262,1,oh_white,,10/2/2023
AAA118263,1,vh_white,,10/2/2023
AAA118264,1,ot_white,,10/2/2023
AAA118264,2,ojean,,10/2/2023
AAA118265,1,vjean,,10/2/2023
AAA118265,2,ot_grey,,10/2/2023
AAA118266,1,vt_grey,,10/2/2023
AAA118267,1,ojean,ahaw5974,10/2/2023
AAA118268,1,ot_white,mdav9103,10/2/2023
AAA118269,1,vt_white,lavi8344,10/2/2023
AAA118270,1,vt_black,,10/2/2023
AAA118271,1,pt_grey,,10/2/2023
AAA118271,2,ot_black,,10/2/2023
AAA118271,3,vjean,,10/2/2023
AAA118272,1,oh_black,jjac3189,10/2/2023
AAA118273,1,ot_grey,,10/2/2023
AAA118273,2,vt_grey,,10/2/2023
AAA118273,3,ot_white,,10/2/2023
AAA118274,1,ph_white,char1996,10/2/2023
AAA118275,1,vh_black,,10/2/2023
AAA118276,1,vt_black,mcla8399,10/2/2023
AAA118277,1,ojean,,10/2/2023
AAA118277,2,oh_black,,10/2/2023
AAA118278,1,ot_white,jlyo5950,10/2/2023
AAA118279,1,vt_grey,,10/2/2023
AAA118280,1,opolo,,10/2/2023
AAA118280,2,pjean,,10/2/2023
AAA118281,1,ph_black,,10/2/2023
AAA118282,1,vt_grey,jtyl5026,10/2/2023
AAA118283,1,ojean,,10/2/2023
AAA118284,1,vt_white,amar1847,10/2/2023
AAA118284,2,ot_black,amar1847,10/2/2023
AAA118284,3,ot_black,amar1847,10/2/2023
AAA118285,1,ot_white,,10/2/2023
AAA118286,1,ppolo,,10/2/2023
AAA118286,2,vt_grey,,10/2/2023
AAA118286,3,opolo,,10/2/2023
AAA118286,4,ot_grey,,10/2/2023
AAA118287,1,opolo,sbyr4616,10/2/2023
AAA118287,2,pt_black,sbyr4616,10/2/2023
AAA118287,3,vt_grey,sbyr4616,10/2/2023
AAA118287,4,pt_white,sbyr4616,10/2/2023
AAA118287,5,pt_white,sbyr4616,10/2/2023
AAA118288,1,ot_white,ljoh4852,10/2/2023
AAA118289,1,vh_black,eswa2981,10/2/2023
AAA118290,1,ot_black,fwes2912,10/2/2023
AAA118290,2,ot_grey,fwes2912,10/2/2023
AAA118291,1,ojean,,10/2/2023
AAA118292,1,pt_white,cmol1188,10/2/2023
AAA118292,2,pt_grey,cmol1188,10/2/2023
AAA118292,3,ojean,cmol1188,10/2/2023
AAA118293,1,vt_grey,mrio3530,10/2/2023
AAA118294,1,ot_grey,jvil1345,10/2/2023
AAA118295,1,pt_black,smur8210,10/2/2023
AAA118295,2,ot_black,smur8210,10/2/2023
AAA118295,3,vt_grey,smur8210,10/2/2023
AAA118296,1,ph_white,,10/2/2023
AAA118296,2,vt_white,,10/2/2023
AAA118297,1,opolo,,10/2/2023
AAA118298,1,vjean,,10/2/2023
AAA118299,1,opolo,,10/2/2023
AAA118300,1,ot_white,edia2887,10/2/2023
AAA118301,1,pt_grey,eell1134,10/2/2023
AAA118302,1,vpolo,,10/2/2023
AAA118302,2,vt_white,,10/2/2023
AAA118302,3,pt_grey,,10/2/2023
AAA118303,1,vt_white,,10/2/2023
AAA118304,1,vt_grey,,10/2/2023
AAA118304,2,ph_black,,10/2/2023
AAA118304,3,pt_white,,10/2/2023
AAA118305,1,opolo,,10/2/2023
AAA118306,1,opolo,,10/2/2023
AAA118307,1,ot_black,,10/2/2023
AAA118308,1,ot_white,,10/2/2023
AAA118309,1,opolo,mcal4735,10/2/2023
AAA118310,1,vjean,bree9720,10/2/2023
AAA118311,1,ot_grey,,10/2/2023
AAA118311,2,vpolo,,10/2/2023
AAA118311,3,pt_white,,10/2/2023
AAA118311,4,oh_grey,,10/2/2023
AAA118311,5,ppolo,,10/2/2023
AAA118312,1,vh_white,,10/2/2023
AAA118313,1,pt_grey,mwal5179,10/2/2023
AAA118313,2,vt_black,mwal5179,10/2/2023
AAA118313,3,ot_white,mwal5179,10/2/2023
AAA118314,1,ot_black,,10/2/2023
AAA118315,1,ot_black,,10/2/2023
AAA118316,1,ojean,,10/2/2023
AAA118317,1,oh_white,,10/2/2023
AAA118318,1,vt_white,,10/2/2023
AAA118318,2,ot_grey,,10/2/2023
AAA118318,3,pt_black,,10/2/2023
AAA118319,1,pjean,,10/2/2023
AAA118319,2,ot_grey,,10/2/2023
AAA118319,3,ot_black,,10/2/2023
AAA118320,1,vh_white,,10/2/2023
AAA118321,1,pt_white,,10/2/2023
AAA118321,2,ot_black,,10/2/2023
AAA118321,3,ot_grey,,10/2/2023
AAA118322,1,vt_white,hbro2040,10/2/2023
AAA118322,2,opolo,hbro2040,10/2/2023
AAA118322,3,pt_white,hbro2040,10/2/2023
AAA118323,1,oh_black,rriv9603,10/2/2023
AAA118324,1,ot_black,,10/2/2023
AAA118325,1,ot_white,klop3287,10/2/2023
AAA118326,1,ph_grey,ojoh4973,10/2/2023
AAA118327,1,vt_black,apat2836,10/3/2023
AAA118328,1,opolo,radk5806,10/3/2023
AAA118329,1,ot_grey,,10/3/2023
AAA118330,1,vt_grey,,10/3/2023
AAA118331,1,opolo,lnol1036,10/3/2023
AAA118332,1,pt_white,,10/3/2023
AAA118333,1,vt_grey,hber3500,10/3/2023
AAA118334,1,pjean,,10/3/2023
AAA118334,2,opolo,,10/3/2023
AAA118334,3,pjean,,10/3/2023
AAA118335,1,vt_grey,ahue8646,10/3/2023
AAA118336,1,pt_black,crot3438,10/3/2023
AAA118337,1,opolo,,10/3/2023
AAA118338,1,oh_grey,adia3720,10/3/2023
AAA118339,1,vpolo,,10/3/2023
AAA118340,1,vpolo,,10/3/2023
AAA118341,1,ot_white,akno7526,10/3/2023
AAA118341,2,ph_black,akno7526,10/3/2023
AAA118341,3,ot_grey,akno7526,10/3/2023
AAA118342,1,ot_black,,10/3/2023
AAA118342,2,opolo,,10/3/2023
AAA118343,1,opolo,jhud7622,10/3/2023
AAA118343,2,ot_grey,jhud7622,10/3/2023
AAA118343,3,pjean,jhud7622,10/3/2023
AAA118343,4,vpolo,jhud7622,10/3/2023
AAA118344,1,opolo,,10/3/2023
AAA118345,1,ot_black,jham8026,10/3/2023
AAA118346,1,oh_grey,,10/3/2023
AAA118346,2,vt_white,,10/3/2023
AAA118346,3,ppolo,,10/3/2023
AAA118347,1,pt_black,,10/3/2023
AAA118347,2,vt_black,,10/3/2023
AAA118347,3,ppolo,,10/3/2023
AAA118348,1,ot_black,,10/3/2023
AAA118349,1,ot_black,krob5579,10/3/2023
AAA118349,2,ot_white,krob5579,10/3/2023
AAA118350,1,ph_black,,10/3/2023
AAA118351,1,ppolo,,10/3/2023
AAA118351,2,ph_black,,10/3/2023
AAA118351,3,pt_black,,10/3/2023
AAA118352,1,vt_black,sngu1228,10/3/2023
AAA118353,1,ot_grey,smar6493,10/3/2023
AAA118354,1,pjean,,10/3/2023
AAA118355,1,vt_grey,,10/3/2023
AAA118355,2,ot_black,,10/3/2023
AAA118355,3,ot_grey,,10/3/2023
AAA118356,1,pt_grey,ncam9044,10/3/2023
AAA118356,2,opolo,ncam9044,10/3/2023
AAA118356,3,vt_grey,ncam9044,10/3/2023
AAA118357,1,oh_black,jche6340,10/3/2023
AAA118358,1,vt_black,arey4691,10/3/2023
AAA118359,1,ot_grey,,10/3/2023
AAA118360,1,vpolo,,10/3/2023
AAA118361,1,pt_white,lrob4065,10/3/2023
AAA118362,1,vpolo,jste2975,10/3/2023
AAA118363,1,ot_white,bgra9450,10/3/2023
AAA118363,2,pt_black,bgra9450,10/3/2023
AAA118364,1,pt_grey,,10/3/2023
AAA118365,1,vt_white,,10/3/2023
AAA118366,1,ojean,egar4741,10/3/2023
AAA118366,2,vt_grey,egar4741,10/3/2023
AAA118367,1,oh_black,,10/3/2023
AAA118367,2,vh_white,,10/3/2023
AAA118368,1,ppolo,vwhi5089,10/3/2023
AAA118369,1,ph_grey,,10/3/2023
AAA118370,1,ot_white,,10/3/2023
AAA118371,1,vt_grey,,10/3/2023
AAA118371,2,ojean,,10/3/2023
AAA118372,1,ojean,,10/3/2023
AAA118373,1,ot_white,,10/3/2023
AAA118373,2,ot_black,,10/3/2023
AAA118373,3,vt_black,,10/3/2023
AAA118374,1,ot_white,,10/3/2023
AAA118374,2,vt_white,,10/3/2023
AAA118374,3,pt_grey,,10/3/2023
AAA118375,1,ot_grey,,10/3/2023
AAA118375,2,vjean,,10/3/2023
AAA118375,3,ot_white,,10/3/2023
AAA118376,1,vt_black,rgal6505,10/3/2023
AAA118377,1,ot_black,cgom1629,10/3/2023
AAA118378,1,ot_grey,,10/3/2023
AAA118379,1,opolo,,10/3/2023
AAA118379,2,oh_grey,,10/3/2023
AAA118379,3,pt_black,,10/3/2023
AAA118380,1,vh_grey,,10/3/2023
AAA118380,2,pt_grey,,10/3/2023
AAA118380,3,vt_white,,10/3/2023
AAA118381,1,pjean,tmoo4895,10/3/2023
AAA118382,1,vpolo,,10/3/2023
AAA118383,1,oh_black,,10/3/2023
AAA118384,1,ot_black,awhi2214,10/3/2023
AAA118385,1,ppolo,,10/3/2023
AAA118386,1,ot_black,swag5616,10/3/2023
AAA118386,2,vt_grey,swag5616,10/3/2023
AAA118386,3,pt_black,swag5616,10/3/2023
AAA118387,1,vt_white,,10/3/2023
AAA118387,2,opolo,,10/3/2023
AAA118387,3,pt_black,,10/3/2023
AAA118388,1,vt_black,,10/3/2023
AAA118389,1,ph_white,,10/3/2023
AAA118390,1,oh_grey,jdud1598,10/3/2023
AAA118391,1,ojean,atho9249,10/3/2023
AAA118392,1,vt_black,jglo2193,10/3/2023
AAA118393,1,oh_white,,10/3/2023
AAA118394,1,vt_black,jste4796,10/3/2023
AAA118395,1,ppolo,,10/3/2023
AAA118395,2,vpolo,,10/3/2023
AAA118396,1,vjean,,10/3/2023
AAA118396,2,vpolo,,10/3/2023
AAA118396,3,ot_grey,,10/3/2023
AAA118397,1,vt_black,,10/3/2023
AAA118397,2,vt_black,,10/3/2023
AAA118397,3,ppolo,,10/3/2023
AAA118398,1,oh_grey,tcol3241,10/3/2023
AAA118399,1,ot_white,,10/3/2023
AAA118400,1,vh_black,wrog3073,10/3/2023
AAA118400,2,ppolo,wrog3073,10/3/2023
AAA118401,1,vt_black,ehil2752,10/3/2023
AAA118402,1,ot_grey,,10/3/2023
AAA118403,1,ot_black,,10/3/2023
AAA118404,1,vpolo,josb9364,10/3/2023
AAA118405,1,oh_black,smal1631,10/3/2023
AAA118405,2,ot_black,smal1631,10/3/2023
AAA118405,3,vjean,smal1631,10/3/2023
AAA118406,1,ot_grey,,10/4/2023
AAA118407,1,oh_black,,10/4/2023
AAA118408,1,opolo,,10/4/2023
AAA118408,2,vt_white,,10/4/2023
AAA118408,3,ph_black,,10/4/2023
AAA118409,1,vt_white,,10/4/2023
AAA118409,2,ppolo,,10/4/2023
AAA118409,3,vpolo,,10/4/2023
AAA118410,1,ppolo,anav6451,10/4/2023
AAA118410,2,vt_grey,anav6451,10/4/2023
AAA118410,3,oh_white,anav6451,10/4/2023
AAA118411,1,ot_white,jedw1804,10/4/2023
AAA118411,2,vt_black,jedw1804,10/4/2023
AAA118411,3,ppolo,jedw1804,10/4/2023
AAA118412,1,pt_black,,10/4/2023
AAA118413,1,oh_grey,cros2612,10/4/2023
AAA118414,1,vh_grey,erod6021,10/4/2023
AAA118415,1,pt_grey,ggre5562,10/4/2023
AAA118415,2,vt_white,ggre5562,10/4/2023
AAA118415,3,ot_white,ggre5562,10/4/2023
AAA118416,1,vt_white,eher4912,10/4/2023
AAA118416,2,ot_white,eher4912,10/4/2023
AAA118416,3,vt_white,eher4912,10/4/2023
AAA118417,1,opolo,,10/4/2023
AAA118418,1,vt_black,,10/4/2023
AAA118419,1,vpolo,,10/4/2023
AAA118420,1,ppolo,,10/4/2023
AAA118420,2,ot_white,,10/4/2023
AAA118421,1,vh_black,lcom7954,10/4/2023
AAA118421,2,ph_white,lcom7954,10/4/2023
AAA118422,1,ot_white,,10/4/2023
AAA118422,2,ot_grey,,10/4/2023
AAA118422,3,ot_grey,,10/4/2023
AAA118423,1,ot_grey,,10/4/2023
AAA118423,2,vt_grey,,10/4/2023
AAA118424,1,ot_white,,10/4/2023
AAA118425,1,vjean,awhi9703,10/4/2023
AAA118426,1,ojean,rhol1745,10/4/2023
AAA118427,1,pt_white,,10/4/2023
AAA118428,1,opolo,,10/4/2023
AAA118429,1,pt_grey,jfor9664,10/4/2023
AAA118429,2,pt_white,jfor9664,10/4/2023
AAA118429,3,ot_grey,jfor9664,10/4/2023
AAA118429,4,vt_white,jfor9664,10/4/2023
AAA118429,5,ppolo,jfor9664,10/4/2023
AAA118430,1,vpolo,jlop6431,10/4/2023
AAA118431,1,vt_grey,,10/4/2023
AAA118432,1,ot_black,mhut6480,10/4/2023
AAA118433,1,vt_black,bsta3652,10/4/2023
AAA118434,1,vh_white,,10/4/2023
AAA118435,1,pt_grey,mlee7354,10/4/2023
AAA118435,2,ph_white,mlee7354,10/4/2023
AAA118435,3,ot_white,mlee7354,10/4/2023
AAA118436,1,vpolo,,10/4/2023
AAA118436,2,pt_white,,10/4/2023
AAA118436,3,vpolo,,10/4/2023
AAA118436,4,pt_grey,,10/4/2023
AAA118437,1,vh_black,amci9517,10/4/2023
AAA118438,1,vpolo,,10/4/2023
AAA118439,1,vpolo,thar3822,10/4/2023
AAA118440,1,opolo,,10/4/2023
AAA118440,2,ojean,,10/4/2023
AAA118440,3,pt_black,,10/4/2023
AAA118441,1,vjean,,10/4/2023
AAA118442,1,oh_white,,10/4/2023
AAA118443,1,oh_white,,10/4/2023
AAA118444,1,ojean,krob6913,10/4/2023
AAA118444,2,ot_grey,krob6913,10/4/2023
AAA118444,3,vpolo,krob6913,10/4/2023
AAA118445,1,pjean,,10/4/2023
AAA118445,2,ojean,,10/4/2023
AAA118446,1,vt_grey,,10/4/2023
AAA118446,2,ot_grey,,10/4/2023
AAA118446,3,ph_black,,10/4/2023
AAA118447,1,oh_black,kgor1078,10/4/2023
AAA118448,1,vt_white,,10/4/2023
AAA118448,2,ot_white,,10/4/2023
AAA118448,3,pt_black,,10/4/2023
AAA118449,1,oh_white,,10/4/2023
AAA118450,1,vh_grey,dand1890,10/4/2023
AAA118450,2,ppolo,dand1890,10/4/2023
AAA118450,3,ot_black,dand1890,10/4/2023
AAA118451,1,pjean,cgra6042,10/4/2023
AAA118451,2,vh_white,cgra6042,10/4/2023
AAA118452,1,oh_black,,10/4/2023
AAA118453,1,ot_white,mski1866,10/4/2023
AAA118454,1,ot_white,,10/4/2023
AAA118455,1,pt_black,,10/4/2023
AAA118456,1,pt_grey,,10/4/2023
AAA118457,1,oh_black,,10/4/2023
AAA118458,1,ot_black,,10/4/2023
AAA118459,1,oh_black,jalv3569,10/4/2023
AAA118460,1,pt_white,lher2896,10/4/2023
AAA118461,1,oh_black,lhan5322,10/4/2023
AAA118462,1,ot_white,,10/4/2023
AAA118462,2,oh_black,,10/4/2023
AAA118463,1,ot_grey,,10/4/2023
AAA118463,2,pt_white,,10/4/2023
AAA118463,3,ot_black,,10/4/2023
AAA118464,1,ot_white,,10/4/2023
AAA118465,1,oh_white,,10/4/2023
AAA118466,1,ppolo,spat2567,10/4/2023
AAA118467,1,ot_black,kper2230,10/4/2023
AAA118468,1,vh_black,,10/4/2023
AAA118469,1,pjean,,10/4/2023
AAA118470,1,vt_white,mcon6424,10/4/2023
AAA118470,2,ot_black,mcon6424,10/4/2023
AAA118470,3,pt_white,mcon6424,10/4/2023
AAA118471,1,vt_black,,10/4/2023
AAA118471,2,ot_white,,10/4/2023
AAA118471,3,ph_white,,10/4/2023
AAA118472,1,vt_grey,jvel2443,10/4/2023
AAA118473,1,oh_white,,10/4/2023
AAA118473,2,ph_white,,10/4/2023
AAA118474,1,ot_black,kdra3868,10/4/2023
AAA118475,1,ppolo,,10/4/2023
AAA118476,1,ot_white,jwat7440,10/4/2023
AAA118477,1,pt_grey,tsmi8850,10/4/2023
AAA118477,2,opolo,tsmi8850,10/4/2023
AAA118478,1,pt_black,gmac2337,10/4/2023
AAA118478,2,pt_black,gmac2337,10/4/2023
AAA118478,3,ppolo,gmac2337,10/4/2023
AAA118479,1,vpolo,,10/5/2023
AAA118479,2,vh_grey,,10/5/2023
AAA118480,1,opolo,jros8927,10/5/2023
AAA118480,2,ot_grey,jros8927,10/5/2023
AAA118480,3,pt_white,jros8927,10/5/2023
AAA118480,4,vjean,jros8927,10/5/2023
AAA118481,1,ojean,,10/5/2023
AAA118482,1,oh_white,khol8720,10/5/2023
AAA118482,2,pt_black,khol8720,10/5/2023
AAA118482,3,ot_black,khol8720,10/5/2023
AAA118483,1,oh_white,rfle5662,10/5/2023
AAA118484,1,ot_grey,,10/5/2023
AAA118485,1,vpolo,wher6825,10/5/2023
AAA118486,1,ot_grey,apau8497,10/5/2023
AAA118487,1,vpolo,cpec2184,10/5/2023
AAA118488,1,pjean,,10/5/2023
AAA118488,2,vt_grey,,10/5/2023
AAA118488,3,oh_grey,,10/5/2023
AAA118488,4,ppolo,,10/5/2023
AAA118489,1,ojean,mbar2253,10/5/2023
AAA118489,2,ot_white,mbar2253,10/5/2023
AAA118490,1,pt_grey,lobr4519,10/5/2023
AAA118491,1,ppolo,mgra1886,10/5/2023
AAA118491,2,vpolo,mgra1886,10/5/2023
AAA118491,3,pjean,mgra1886,10/5/2023
AAA118492,1,ojean,,10/5/2023
AAA118493,1,pjean,,10/5/2023
AAA118494,1,oh_grey,,10/5/2023
AAA118495,1,ph_grey,pgon7952,10/5/2023
AAA118495,2,vpolo,pgon7952,10/5/2023
AAA118496,1,vt_black,wbra9803,10/5/2023
AAA118497,1,ppolo,,10/5/2023
AAA118497,2,ot_grey,,10/5/2023
AAA118497,3,pt_white,,10/5/2023
AAA118498,1,vt_white,cwel1446,10/5/2023
AAA118499,1,pt_grey,wlop1703,10/5/2023
AAA118500,1,ot_black,,10/5/2023
AAA118501,1,pt_grey,wwil5917,10/5/2023
AAA118501,2,pt_grey,wwil5917,10/5/2023
AAA118501,3,vt_white,wwil5917,10/5/2023
AAA118502,1,oh_black,,10/5/2023
AAA118503,1,vh_black,ssch1452,10/5/2023
AAA118504,1,ot_grey,,10/5/2023
AAA118505,1,opolo,lcam6831,10/5/2023
AAA118505,2,oh_grey,lcam6831,10/5/2023
