timestamp,household_usage,kitchen,heating,laundry
1/3/2023 3:00,0.3333,0,0,0.566666667
1/3/2023 4:00,0.298833333,0,0,0.016666667
1/3/2023 5:00,0.951633333,0,10.88333333,0
1/3/2023 6:00,0.334333333,0,0,0.566666667
1/3/2023 7:00,0.3017,0,0,0
1/3/2023 8:00,0.3196,0,0,0.566666667
1/3/2023 9:00,0.6025,0,0,0
1/3/2023 10:00,0.874233333,0,0,0
1/3/2023 11:00,0.9764,0,8.45,0.566666667
1/3/2023 12:00,1.397766667,0,17.98333333,0
1/3/2023 13:00,1.419933333,0,18.06666667,0.566666667
1/3/2023 14:00,1.090366667,0,12.73333333,0
1/3/2023 15:00,0.302,0,0,0.066666667
1/3/2023 16:00,0.367666667,0,0,0.516666667
1/3/2023 17:00,0.285133333,0,0,0
1/3/2023 18:00,0.3612,0,0,0.583333333
1/3/2023 19:00,0.289,0,0,0
1/3/2023 20:00,0.326266667,0,0,0.15
1/3/2023 21:00,1.115433333,0,0,0.416666667
1/3/2023 22:00,0.954033333,0,2.666666667,0
1/3/2023 23:00,1.6686,0,8.633333333,0.583333333
1/4/2023 0:00,3.375066667,8.483333333,0,9.533333333
1/4/2023 1:00,2.896733333,9.033333333,0,0.333333333
1/4/2023 2:00,2.387333333,0,0,0.266666667
1/4/2023 3:00,2.362033333,0,0,0
1/4/2023 4:00,2.370033333,0,0,0.6
1/4/2023 5:00,2.3452,0,0,0
1/4/2023 6:00,2.358733333,0,0,0.4
1/4/2023 7:00,2.326233333,0,0,0.2
1/4/2023 8:00,2.4038,0,0,0
1/4/2023 9:00,2.667066667,0,16.63333333,0.6
1/4/2023 10:00,1.898033333,0,17.65,0
1/4/2023 11:00,2.006333333,0,17.8,0.533333333
1/4/2023 12:00,4.066566667,0,17.36666667,40.05
1/4/2023 13:00,3.545066667,0,17.55,35
1/4/2023 14:00,2.0132,0,17.93333333,5.016666667
1/4/2023 15:00,0.8793,0,7.6,0.666666667
1/4/2023 16:00,3.2898,0,17.63333333,25.81666667
1/4/2023 17:00,2.7413,0,17.3,4.133333333
1/4/2023 18:00,2.6055,0,17.25,1.3
1/4/2023 19:00,2.854066667,0,16.88333333,0.166666667
1/4/2023 20:00,1.498533333,0,0,0.833333333
1/4/2023 21:00,0.4788,0,0,0.166666667
1/4/2023 22:00,0.419666667,0,0,0.75
1/4/2023 23:00,0.535133333,0,0,0.25
1/5/2023 0:00,1.968033333,0,8.933333333,0.25
1/5/2023 1:00,2.386833333,0,0,0.433333333
1/5/2023 2:00,2.394733333,0,0,0
1/5/2023 3:00,2.4157,0,0,0.633333333
1/5/2023 4:00,2.397033333,0,0,0
1/5/2023 5:00,2.407366667,0,0,0.6
1/5/2023 6:00,2.3678,0,0,0
1/5/2023 7:00,2.351533333,0,0,0.216666667
1/5/2023 8:00,2.316933333,0,0,0.4
1/5/2023 9:00,2.3642,0,0.7,0
1/5/2023 10:00,2.656033333,0,9.55,0.616666667
1/5/2023 11:00,0.355833333,0,0,0
1/5/2023 12:00,0.3544,0,0,0.616666667
1/5/2023 13:00,0.341766667,0,0,0
1/5/2023 14:00,0.377333333,0,0,0.15
1/5/2023 15:00,0.477833333,0,0,0.483333333
1/5/2023 16:00,0.8365,0,6.25,0
1/5/2023 17:00,2.240733333,0,17.26666667,0.6
1/5/2023 18:00,2.3996,0,16.91666667,0
1/5/2023 19:00,2.0389,0.083333333,5.516666667,0.583333333
1/5/2023 20:00,2.9757,14.66666667,8.9,0.116666667
1/5/2023 21:00,2.6744,8.366666667,17.26666667,0.1
1/5/2023 22:00,2.3847,1.6,17.53333333,0.516666667
1/5/2023 23:00,1.738833333,0,17.86666667,0
1/6/2023 0:00,1.493066667,0,17.73333333,0.616666667
1/6/2023 1:00,0.433466667,0,2.183333333,0
1/6/2023 2:00,0.333333333,0,0,0.566666667
1/6/2023 3:00,0.312866667,0,0,0.083333333
1/6/2023 4:00,0.303566667,0,0,0.05
1/6/2023 5:00,0.335266667,0,0,0.566666667
1/6/2023 6:00,0.298733333,0,0,0
1/6/2023 7:00,0.337,0,0,0.633333333
1/6/2023 8:00,0.2954,0,0,0
1/6/2023 9:00,0.623133333,0,0,0.433333333
1/6/2023 10:00,1.525566667,0,0,0.233333333
1/6/2023 11:00,2.5922,0,16.18333333,0
1/6/2023 12:00,4.002933333,22.15,16.48333333,0.616666667
1/6/2023 13:00,1.890433333,0.116666667,17.28333333,0
1/6/2023 14:00,1.699566667,0,17.58333333,0.633333333
1/6/2023 15:00,1.1487,0,4.466666667,0
1/6/2023 16:00,0.881266667,0,0,0.383333333
1/6/2023 17:00,0.898966667,0,0,0.25
1/6/2023 18:00,0.855533333,0,0,0
1/6/2023 19:00,1.834033333,0,0,0.633333333
1/6/2023 20:00,1.015133333,0,0,0
1/6/2023 21:00,1.012533333,0,0,0.633333333
1/6/2023 22:00,0.511666667,0,0,0
1/6/2023 23:00,0.505266667,0,2.716666667,0.366666667
1/7/2023 0:00,0.9032,0,9.816666667,0.266666667
1/7/2023 1:00,0.296433333,0,0,0
1/7/2023 2:00,0.3524,0,0,0.633333333
1/7/2023 3:00,0.298666667,0,0,0
1/7/2023 4:00,0.355866667,0,0,0.633333333
1/7/2023 5:00,0.285366667,0,0,0
1/7/2023 6:00,0.3383,0,0,0.166666667
1/7/2023 7:00,0.312733333,0,0,0.45
1/7/2023 8:00,0.310033333,0,0,0
1/7/2023 9:00,0.3756,0,0,0.633333333
1/7/2023 10:00,1.041433333,0,10.36666667,0
1/7/2023 11:00,1.068433333,0,3.9,7.5
1/7/2023 12:00,0.551566667,0,0,0.066666667
1/7/2023 13:00,3.331933333,8.216666667,15.81666667,23.88333333
1/7/2023 14:00,2.5331,8.3,18.03333333,8.25
1/7/2023 15:00,3.770766667,0,17.81666667,32.95
1/7/2023 16:00,2.280766667,0,17.68333333,0.816666667
1/7/2023 17:00,2.404733333,0,16.96666667,3.233333333
1/7/2023 18:00,5.211533333,0,16.45,31.88333333
1/7/2023 19:00,2.916466667,0.666666667,16.88333333,0.55
1/7/2023 20:00,3.5232,7.416666667,16.9,0.45
1/7/2023 21:00,4.738366667,8.516666667,17.03333333,22.58333333
1/7/2023 22:00,2.1289,0,17.83333333,0.35
1/7/2023 23:00,1.463866667,0,18,0.983333333
1/8/2023 0:00,1.360466667,0,17.98333333,0.3
1/8/2023 1:00,1.350666667,0,17.76666667,0.216666667
1/8/2023 2:00,1.384833333,0,17.81666667,0.8
1/8/2023 3:00,1.3569,0,17.86666667,0.166666667
1/8/2023 4:00,1.3759,0,17.81666667,0.85
1/8/2023 5:00,1.104533333,0,13.8,0
1/8/2023 6:00,0.468133333,0,0,0.25
1/8/2023 7:00,1.012633333,0,2.183333333,0.416666667
1/8/2023 8:00,2.1395,0,16.88333333,0
1/8/2023 9:00,1.664633333,0,12.5,0.666666667
1/8/2023 10:00,1.296633333,0,17.3,0
1/8/2023 11:00,1.1751,0,12.86666667,0.416666667
1/8/2023 12:00,0.328933333,0,0,0.233333333
1/8/2023 13:00,0.6432,0,0,0
1/8/2023 14:00,1.8509,0,16.7,0.65
1/8/2023 15:00,1.8851,0,18.01666667,0
1/8/2023 16:00,2.122433333,0,17.85,0.616666667
1/8/2023 17:00,1.8981,0,17.28333333,0.05
1/8/2023 18:00,2.907966667,0,16.93333333,0
1/8/2023 19:00,2.794066667,0,16.91666667,0.683333333
1/8/2023 20:00,3.425033333,0,17.11666667,0.083333333
1/8/2023 21:00,2.507633333,0,6.85,0.666666667
1/8/2023 22:00,0.969966667,0,0,0
1/8/2023 23:00,0.332733333,0,0,0.716666667
1/9/2023 0:00,0.269833333,0,0,0
1/9/2023 1:00,0.311833333,0,0,0.666666667
1/9/2023 2:00,0.2874,0,0,0
1/9/2023 3:00,0.469666667,0,2.15,0.5
1/9/2023 4:00,0.6612,0,6.233333333,0.166666667
1/9/2023 5:00,0.2745,0,0,0.05
1/9/2023 6:00,1.123466667,0,5.866666667,0.6
1/9/2023 7:00,2.386966667,0.25,17.45,0
1/9/2023 8:00,2.1356,9.316666667,17.56666667,0.65
1/9/2023 9:00,1.868366667,9.416666667,17.38333333,0
1/9/2023 10:00,1.349233333,0,17.4,0.5
1/9/2023 11:00,0.934733333,0,11.11666667,0.133333333
1/9/2023 12:00,0.276933333,0,0,0
1/9/2023 13:00,0.301566667,0,0,0.65
1/9/2023 14:00,0.266666667,0,0,0
1/9/2023 15:00,0.564833333,0,1.5,0.7
1/9/2023 16:00,1.471333333,0,17.81666667,0
1/9/2023 17:00,2.106266667,0,17.3,0.383333333
1/9/2023 18:00,2.373066667,0,17.25,0.283333333
1/9/2023 19:00,2.287466667,3.233333333,2.85,8.566666667
1/9/2023 20:00,3.2106,5.916666667,3.15,14.78333333
1/9/2023 21:00,3.292466667,0,8.133333333,18.63333333
1/9/2023 22:00,1.291266667,0,0,2.566666667
1/9/2023 23:00,1.635633333,0,0,21.28333333
1/10/2023 0:00,0.5179,0,3.116666667,1.05
1/10/2023 1:00,0.6539,0,6.266666667,0.15
1/10/2023 2:00,0.340366667,0,0,0.85
1/10/2023 3:00,0.269366667,0,0,0.166666667
1/10/2023 4:00,0.3469,0,0,0.833333333
1/10/2023 5:00,0.267966667,0,0,0.183333333
1/10/2023 6:00,0.8976,0,2.416666667,0.6
1/10/2023 7:00,2.3629,0,17.58333333,0.2
1/10/2023 8:00,2.972933333,0,17.43333333,0.016666667
1/10/2023 9:00,1.995233333,0,17.45,9.55
1/10/2023 10:00,1.4271,0,17.53333333,1.1
1/10/2023 11:00,3.970766667,12.85,16,31.61666667
1/10/2023 12:00,1.430766667,0,14.78333333,4.283333333
1/10/2023 13:00,0.553766667,0,0.5,0.633333333
1/10/2023 14:00,1.6954,0,0.183333333,18.13333333
1/10/2023 15:00,1.291233333,0,10.08333333,1.6
1/10/2023 16:00,0.683533333,0,0,1.083333333
1/10/2023 17:00,1.8244,0,1.966666667,0.283333333
1/10/2023 18:00,3.3644,0,17.35,0.7
1/10/2023 19:00,3.190233333,0,16.93333333,0.033333333
1/10/2023 20:00,2.933933333,0,16.93333333,0.6
1/10/2023 21:00,1.6947,0,7,0
1/10/2023 22:00,0.8519,0,0,0.6
1/10/2023 23:00,0.376133333,0,0,0
1/11/2023 0:00,0.3365,0,0,0.583333333
1/11/2023 1:00,0.2546,0,0,0
1/11/2023 2:00,0.308666667,0,0,0.466666667
1/11/2023 3:00,0.892166667,0,10.23333333,0.116666667
1/11/2023 4:00,0.2705,0,0,0.1
1/11/2023 5:00,0.2976,0,0,0.483333333
1/11/2023 6:00,0.736366667,0,2.916666667,0
1/11/2023 7:00,2.702166667,0,17.56666667,0.566666667
1/11/2023 8:00,2.505266667,14.01666667,17.66666667,0
1/11/2023 9:00,1.3702,0,17.75,0.566666667
1/11/2023 10:00,1.369733333,0,17.66666667,0
1/11/2023 11:00,1.151833333,0,14.51666667,0.266666667
1/11/2023 12:00,0.300333333,0,0,0.316666667
1/11/2023 13:00,0.3952,0,0,0
1/11/2023 14:00,0.3272,0,0,0.583333333
1/11/2023 15:00,0.541633333,0,3.75,0
1/11/2023 16:00,2.6132,0,17.75,6.083333333
1/11/2023 17:00,3.238233333,0,17.11666667,0.283333333
1/11/2023 18:00,3.869133333,0,17.1,0.566666667
1/11/2023 19:00,4.7842,8.95,16.83333333,9.65
1/11/2023 20:00,3.706266667,0,16.78333333,13.88333333
1/11/2023 21:00,2.880366667,0,17.25,0.683333333
1/11/2023 22:00,1.4481,0,2.016666667,0.55
1/11/2023 23:00,1.2871,0,0,0.416666667
1/12/2023 0:00,0.585433333,0,0,0.316666667
1/12/2023 1:00,0.312233333,0,0,0.65
1/12/2023 2:00,0.3024,0,0,0.166666667
1/12/2023 3:00,0.321566667,0,0,0.733333333
1/12/2023 4:00,0.293033333,0,0,0
1/12/2023 5:00,0.812333333,0,8.583333333,0.583333333
1/12/2023 6:00,1.451433333,0,11.25,0
1/12/2023 7:00,2.8325,0,17.63333333,0.4
1/12/2023 8:00,1.993933333,0,17.68333333,0.266666667
1/12/2023 9:00,1.3482,0,17.68333333,0.4
1/12/2023 10:00,0.906833333,0,10.4,0.2
1/12/2023 11:00,0.281833333,0,0,0.266666667
1/12/2023 12:00,0.2946,0,0,0.316666667
1/12/2023 13:00,0.253866667,0,0,0
1/12/2023 14:00,0.3349,0,0,0.6
1/12/2023 15:00,0.261733333,0,0,0
1/12/2023 16:00,0.320666667,0,0,0.6
1/12/2023 17:00,0.5727,0,0,0
1/12/2023 18:00,2.549,0,17.3,0.583333333
1/12/2023 19:00,2.2349,0,17.25,0.05
1/12/2023 20:00,2.295066667,0,17.36666667,0.133333333
1/12/2023 21:00,1.512733333,0,2.783333333,0.45
1/12/2023 22:00,1.483766667,0,0,0
1/12/2023 23:00,0.799266667,0,0,0.6
1/13/2023 0:00,0.8884,0,10.21666667,0
1/13/2023 1:00,0.316733333,0,0,0.6
1/13/2023 2:00,0.256433333,0,0,0
1/13/2023 3:00,0.297866667,0,0,0.266666667
1/13/2023 4:00,0.289,0,0,0.316666667
1/13/2023 5:00,0.2646,0,0,0
1/13/2023 6:00,0.315166667,0,0,0.6
1/13/2023 7:00,1.792633333,0,11.16666667,0
1/13/2023 8:00,2.655533333,9.583333333,6.466666667,5.716666667
1/13/2023 9:00,1.7159,9.65,4.433333333,0.166666667
1/13/2023 10:00,3.170033333,15.76666667,1.166666667,1.983333333
1/13/2023 11:00,3.563066667,9.7,17.08333333,7.533333333
1/13/2023 12:00,1.970166667,0.466666667,0.866666667,15.81666667
1/13/2023 13:00,1.6392,0.233333333,0,12.68333333
1/13/2023 14:00,1.6297,7.483333333,11.05,0.633333333
1/13/2023 15:00,2.071666667,8.116666667,14.61666667,0.866666667
1/13/2023 16:00,2.057633333,0,17.9,0.166666667
1/13/2023 17:00,2.798066667,0,13.3,0.8
1/13/2023 18:00,1.8881,0,0,0.133333333
1/13/2023 19:00,3.1545,0,14.05,0.433333333
1/13/2023 20:00,4.5121,19.28333333,16.76666667,0.2
1/13/2023 21:00,4.981466667,10.71666667,16.63333333,0.283333333
1/13/2023 22:00,5.814266667,23.73333333,16.43333333,0.383333333
1/13/2023 23:00,5.071333333,15.36666667,16.86666667,0
1/14/2023 0:00,3.340566667,0,4.15,0.666666667
1/14/2023 1:00,2.916,0,0.4,0
1/14/2023 2:00,2.879433333,10.78333333,12.28333333,0.6
1/14/2023 3:00,1.121733333,0,0,0.05
1/14/2023 4:00,1.134233333,0,0,0.05
1/14/2023 5:00,1.1941,0,0,0.6
1/14/2023 6:00,1.5761,0,0,0
1/14/2023 7:00,1.141066667,0,0,0.616666667
1/14/2023 8:00,1.315166667,0,0,0
1/14/2023 9:00,2.226033333,0,11.43333333,0.183333333
1/14/2023 10:00,1.736366667,0,12.16666667,1.316666667
1/14/2023 11:00,1.008566667,0,6.266666667,4.083333333
1/14/2023 12:00,0.7125,0,0,5.483333333
1/14/2023 13:00,1.2987,0,11.81666667,0.033333333
1/14/2023 14:00,1.827466667,0,17.96666667,0.466666667
1/14/2023 15:00,2.097066667,8.433333333,17.98333333,1.066666667
1/14/2023 16:00,3.4258,10.38333333,7.416666667,22.45
1/14/2023 17:00,4.211133333,0.016666667,11.75,26.73333333
1/14/2023 18:00,3.592633333,0,16.68333333,4.016666667
1/14/2023 19:00,3.2915,0,16.65,0.5
1/14/2023 20:00,3.1929,0,16.75,0.466666667
1/14/2023 21:00,2.107633333,0,17.23333333,0
1/14/2023 22:00,1.462733333,0,17.58333333,0.45
1/14/2023 23:00,1.374533333,0,17.98333333,0.416666667
1/15/2023 0:00,1.3573,0,17.93333333,0
1/15/2023 1:00,1.341733333,0,17.7,0.433333333
1/15/2023 2:00,0.462,0,3.183333333,0.2
1/15/2023 3:00,0.289866667,0,0,0.216666667
1/15/2023 4:00,0.2916,0,0,0.416666667
1/15/2023 5:00,0.244,0,0,0
1/15/2023 6:00,0.308333333,0,0,0.4
1/15/2023 7:00,1.9449,0,12.08333333,0
1/15/2023 8:00,2.595733333,4.616666667,17.35,0.4
1/15/2023 9:00,1.595,4.9,17.38333333,0.033333333
1/15/2023 10:00,1.855266667,8.8,17.38333333,0.383333333
1/15/2023 11:00,1.371433333,0,17.7,0.183333333
1/15/2023 12:00,1.131033333,0,12.71666667,0.216666667
1/15/2023 13:00,0.6521,0,0,0.333333333
1/15/2023 14:00,1.484133333,0,13.05,0.083333333
1/15/2023 15:00,1.623233333,0,18.25,0.416666667
1/15/2023 16:00,1.542333333,0,18.18333333,0
1/15/2023 17:00,1.791966667,0,17.36666667,0.416666667
1/15/2023 18:00,2.247833333,0,17.31666667,0
1/15/2023 19:00,2.971733333,0,16.98333333,7.983333333
1/15/2023 20:00,2.742566667,0,17.35,0
1/15/2023 21:00,1.6235,0,0.783333333,0.433333333
1/15/2023 22:00,1.857233333,0,0,0
1/15/2023 23:00,2.486466667,0,0,24.76666667
1/16/2023 0:00,0.387366667,0,0,1.733333333
1/16/2023 1:00,0.299266667,0,0,0.716666667
1/16/2023 2:00,0.3085,0,0,0.616666667
1/16/2023 3:00,0.293666667,0,0,0.166666667
1/16/2023 4:00,0.783766667,0,8.2,0.616666667
1/16/2023 5:00,0.408633333,0,2.216666667,0.166666667
1/16/2023 6:00,0.700766667,0,0.6,0.616666667
1/16/2023 7:00,2.484233333,0.016666667,17.61666667,0.033333333
1/16/2023 8:00,1.0849,8.55,3.75,0.416666667
1/16/2023 9:00,0.8876,9.116666667,0,0
1/16/2023 10:00,0.400466667,0,0,0.416666667
1/16/2023 11:00,0.640366667,0,0,0
1/16/2023 12:00,1.934666667,16.6,0,0.766666667
1/16/2023 13:00,0.944966667,0.1,1.133333333,0.95
1/16/2023 14:00,1.916866667,0,17.91666667,0.766666667
1/16/2023 15:00,0.890133333,0,4.7,0.583333333
1/16/2023 16:00,1.648966667,0,15.45,0.5
1/16/2023 17:00,2.8615,0,17.31666667,0.416666667
1/16/2023 18:00,3.126166667,0,17.2,0
1/16/2023 19:00,1.9595,0,3.616666667,0.416666667
1/16/2023 20:00,1.396833333,0,0,0
1/16/2023 21:00,1.402766667,0,0,0.416666667
1/16/2023 22:00,0.954766667,0,0,0.266666667
1/16/2023 23:00,0.390066667,0,0,0.15
1/17/2023 0:00,0.299333333,0,0,0.416666667
1/17/2023 1:00,0.246466667,0,0,0
1/17/2023 2:00,0.860066667,0,9.383333333,0.416666667
1/17/2023 3:00,0.2673,0,0,0
1/17/2023 4:00,0.2867,0,0,0.416666667
1/17/2023 5:00,0.2635,0,0,0
1/17/2023 6:00,0.8768,0,2.05,0.416666667
1/17/2023 7:00,2.2358,0,17.53333333,0
1/17/2023 8:00,3.119933333,4.333333333,17.81666667,7.116666667
1/17/2023 9:00,3.227133333,17.7,17.65,1.033333333
1/17/2023 10:00,4.085766667,8.933333333,17.25,30.71666667
1/17/2023 11:00,2.4456,9.2,17.63333333,1.466666667
1/17/2023 12:00,1.7472,0,17.88333333,0.633333333
1/17/2023 13:00,1.4257,0,18.1,0.633333333
1/17/2023 14:00,1.5297,0,18.25,1.25
1/17/2023 15:00,3.871966667,0,18.01666667,30.6
1/17/2023 16:00,1.8885,0,18.31666667,1.533333333
1/17/2023 17:00,3.066866667,0,15.2,17.31666667
1/17/2023 18:00,1.6687,0,0,0.333333333
1/17/2023 19:00,2.606533333,0,0,0.45
1/17/2023 20:00,3.220833333,0,9.983333333,0
1/17/2023 21:00,3.544733333,2.466666667,16.88333333,0.433333333
1/17/2023 22:00,2.720666667,6.45,17.71666667,0.033333333
1/17/2023 23:00,1.955666667,9.25,18.06666667,0.4
1/18/2023 0:00,1.401666667,0,17.98333333,0.316666667
1/18/2023 1:00,1.128566667,0,14.35,0.116666667
1/18/2023 2:00,0.299133333,0,0,0.433333333
1/18/2023 3:00,0.285366667,0,0,0
1/18/2023 4:00,0.285933333,0,0,0.433333333
1/18/2023 5:00,0.272566667,0,0,0
1/18/2023 6:00,0.747333333,0,3.433333333,0.433333333
1/18/2023 7:00,2.621733333,0,17.4,0
1/18/2023 8:00,1.658266667,0,17.41666667,0.433333333
1/18/2023 9:00,1.326566667,0,17.6,0
1/18/2023 10:00,0.866133333,0,9.3,0.433333333
1/18/2023 11:00,0.279633333,0,0,0.1
1/18/2023 12:00,0.305033333,0,0,0.333333333
1/18/2023 13:00,0.5061,0,0,0.233333333
1/18/2023 14:00,0.372033333,0,0,0.2
1/18/2023 15:00,0.612833333,0,4.383333333,0.383333333
1/18/2023 16:00,1.633066667,0,17.93333333,0.033333333
1/18/2023 17:00,2.153333333,0,17.2,0.433333333
1/18/2023 18:00,3.133466667,0,17.03333333,0
1/18/2023 19:00,2.793,0,14.6,0.416666667
1/18/2023 20:00,2.968533333,0,17.53333333,0
1/18/2023 21:00,2.7788,0,17.41666667,0.433333333
1/18/2023 22:00,1.403633333,0,17.73333333,0
1/18/2023 23:00,0.524966667,0,3.533333333,0.433333333
1/19/2023 0:00,0.305366667,0,0,0
1/19/2023 1:00,0.316333333,0,0,0.433333333
1/19/2023 2:00,0.304766667,0,0,0.066666667
1/19/2023 3:00,0.308566667,0,0,0.35
1/19/2023 4:00,0.317266667,0,0,0.25
1/19/2023 5:00,0.300433333,0,0,0.183333333
1/19/2023 6:00,0.800666667,0,0.416666667,0.4
1/19/2023 7:00,2.8391,0.033333333,15.01666667,0.016666667
1/19/2023 8:00,2.127766667,8.666666667,17.2,0.416666667
1/19/2023 9:00,1.832966667,9.283333333,17.05,0
1/19/2023 10:00,1.144633333,0,14.3,0.433333333
1/19/2023 11:00,0.2579,0,0,0
1/19/2023 12:00,0.3025,0,0,0.416666667
1/19/2023 13:00,0.3826,0,0,0
1/19/2023 14:00,0.423033333,0,0,0.416666667
1/19/2023 15:00,0.358666667,0,0,0.133333333
1/19/2023 16:00,1.032166667,0,6.5,0.3
1/19/2023 17:00,1.340466667,0,15.16666667,0.333333333
1/19/2023 18:00,0.734866667,0,0,0.083333333
1/19/2023 19:00,0.960766667,0,0,0.416666667
1/19/2023 20:00,1.545566667,0,0,0
1/19/2023 21:00,2.422633333,0,13.53333333,0.416666667
1/19/2023 22:00,2.490633333,7.883333333,12.75,0
1/19/2023 23:00,1.824333333,9.183333333,7.6,0.433333333
1/20/2023 0:00,1.7318,0,0,0
1/20/2023 1:00,1.149266667,0,0,0.416666667
1/20/2023 2:00,1.0384,0,0,0.033333333
1/20/2023 3:00,1.120333333,0,0,0.4
1/20/2023 4:00,1.023166667,0,0,0.216666667
1/20/2023 5:00,1.051,0,0,0.2
1/20/2023 6:00,1.107033333,0,0,0.4
1/20/2023 7:00,2.113533333,0,9,0.033333333
1/20/2023 8:00,2.035133333,0,0.816666667,0.433333333
1/20/2023 9:00,2.048533333,0,11.61666667,6.966666667
1/20/2023 10:00,2.279733333,16.86666667,0,1.35
1/20/2023 11:00,2.0756,7.883333333,11.53333333,0
1/20/2023 12:00,1.843133333,5.816666667,11.98333333,0.433333333
1/20/2023 13:00,4.251033333,10.9,17.25,29.03333333
1/20/2023 14:00,2.6337,7.516666667,17.83333333,12.21666667
1/20/2023 15:00,1.971366667,8.55,17.65,1.116666667
1/20/2023 16:00,1.952533333,0,17.45,0.166666667
1/20/2023 17:00,2.7952,0,17.06666667,0.633333333
1/20/2023 18:00,4.312366667,0,16.33333333,9.333333333
1/20/2023 19:00,5.343033333,0,16.38333333,21.71666667
1/20/2023 20:00,3.712933333,5.433333333,16.98333333,1.066666667
1/20/2023 21:00,2.425733333,9.1,8.766666667,0.15
1/20/2023 22:00,1.095033333,0,0,0.633333333
1/20/2023 23:00,1.119266667,0,0,0.083333333
1/21/2023 0:00,1.372233333,0,0,0.433333333
1/21/2023 1:00,1.5,0,5.9,0.166666667
1/21/2023 2:00,1.567466667,0,6.6,0.266666667
1/21/2023 3:00,1.1985,0,0,0.416666667
1/21/2023 4:00,1.174433333,0,0,0
1/21/2023 5:00,1.206233333,0,0,0.433333333
1/21/2023 6:00,1.778766667,0,0,0
1/21/2023 7:00,1.087933333,0,0,0.416666667
1/21/2023 8:00,1.929266667,0,6.766666667,0
1/21/2023 9:00,1.925,0,11.46666667,0.4
1/21/2023 10:00,2.130566667,0,17.21666667,0
1/21/2023 11:00,2.860066667,20.8,17.13333333,0.416666667
1/21/2023 12:00,2.6967,18.18333333,17.15,0.016666667
1/21/2023 13:00,2.7639,17.51666667,17.3,0.4
1/21/2023 14:00,1.925733333,5.783333333,17.86666667,0.183333333
1/21/2023 15:00,1.751466667,12,0.983333333,7.5
1/21/2023 16:00,1.228333333,0,0,0.4
1/21/2023 17:00,2.8507,0,7.933333333,22.21666667
1/21/2023 18:00,3.648933333,6.3,16.81666667,7.866666667
1/21/2023 19:00,5.330433333,7.933333333,16.1,28.13333333
1/21/2023 20:00,6.076566667,29.71666667,16.43333333,15.68333333
1/21/2023 21:00,5.910766667,41.68333333,17.01666667,6.366666667
1/21/2023 22:00,2.327733333,12.46666667,0.633333333,0.7
1/21/2023 23:00,0.545966667,0.05,0,0.366666667
1/22/2023 0:00,0.316033333,0,0,0.433333333
1/22/2023 1:00,0.261566667,0,0,0
1/22/2023 2:00,0.304933333,0,0,0.416666667
