,Date,Review Score
161,2023-06-11,6.129398783670305
162,2023-06-12,6.520119482124779
163,2023-06-13,5.906654538942695
164,2023-06-14,5.428179302079075
165,2023-06-15,6.572276767642279
166,2023-06-16,5.9906164722300534
167,2023-06-17,6.641727518133263
168,2023-06-18,6.29897324569609
169,2023-06-19,7.094309339411419
170,2023-06-20,5.890113507143319
171,2023-06-21,6.45036195254459
172,2023-06-22,6.445682053176472
173,2023-06-23,5.722436827252775
174,2023-06-24,5.913758841446519
175,2023-06-25,5.2691308288916385
176,2023-06-26,5.225601931498667
177,2023-06-27,6.063284400765387
178,2023-06-28,6.396503535348714
179,2023-06-29,6.3190120167477275
180,2023-06-30,6.1700122991298265
181,2023-07-01,8.431508576575546
182,2023-07-02,7.705151102150338
183,2023-07-03,7.863733625756121
184,2023-07-04,8.36876075670694
185,2023-07-05,8.216559364724466
186,2023-07-06,7.894905593101619
187,2023-07-07,8.660397193063957
188,2023-07-08,7.3539993744764365
189,2023-07-09,7.740660656355704
190,2023-07-10,7.858301112771874
191,2023-07-11,8.408267439886885
192,2023-07-12,8.001192598957617
193,2023-07-13,7.369254126604693
194,2023-07-14,8.257002089908031
195,2023-07-15,8.543773157733447
196,2023-07-16,8.369652266566513
197,2023-07-17,8.309577460802744
198,2023-07-18,7.062843251629466
199,2023-07-19,7.550056761628258
200,2023-07-20,8.241040304336101
201,2023-07-21,7.972555907622806
202,2023-07-22,8.261278800999406
203,2023-07-23,7.366828661518523
204,2023-07-24,7.969252617857557
205,2023-07-25,7.305109490551897
206,2023-07-26,7.0231607186902965
207,2023-07-27,8.147889544253443
208,2023-07-28,8.42129439822849
209,2023-07-29,8.122808213950888
210,2023-07-30,7.983501759867667
211,2023-07-31,7.218992829085367
212,2023-08-01,8.503053533548773
213,2023-08-02,7.977977551312029
214,2023-08-03,8.979781002602884
215,2023-08-04,8.471157154138483
216,2023-08-05,6.997437286673926
217,2023-08-06,8.377524840127943
218,2023-08-07,7.301732381213421
219,2023-08-08,7.620252254785468
220,2023-08-09,7.874621661619925
221,2023-08-10,7.952968774818698
222,2023-08-11,8.198782607808733
223,2023-08-12,7.488572479597893
224,2023-08-13,7.424653997871676
225,2023-08-14,8.300302600866537
226,2023-08-15,7.993374866032987
227,2023-08-16,8.087186524350763
228,2023-08-17,6.90315832415267
229,2023-08-18,7.911431308342339
230,2023-08-19,7.554635408469252
231,2023-08-20,7.539686813491565
232,2023-08-21,8.460967402112288
233,2023-08-22,7.452164385513743
234,2023-08-23,7.453551696836985
235,2023-08-24,7.834494698299127
236,2023-08-25,8.225144415323673
237,2023-08-26,7.557992635125957
238,2023-08-27,8.617072017890031
239,2023-08-28,8.724923762680609
240,2023-08-29,7.559276466765768
241,2023-08-30,7.877459122211572
242,2023-08-31,7.610662263671194
243,2023-09-01,7.1573089475643865
244,2023-09-02,8.151505525228078
245,2023-09-03,8.366797434114686
246,2023-09-04,9.00593213156328
247,2023-09-05,7.551295248184331
248,2023-09-06,8.66811754540631
249,2023-09-07,8.671176845628978
250,2023-09-08,8.098926654783577
251,2023-09-09,8.301081744788032
252,2023-09-10,8.436636524150352
253,2023-09-11,8.98704997412095
254,2023-09-12,8.238904281308235
255,2023-09-13,7.969931057248157
256,2023-09-14,7.566915600496264
257,2023-09-15,8.15266037750625
258,2023-09-16,8.512082466386534
259,2023-09-17,8.122305180664736
260,2023-09-18,7.610038375537498
261,2023-09-19,8.044538101248282
262,2023-09-20,7.935423258769943
263,2023-09-21,8.132369378877854
264,2023-09-22,7.169075816390875
265,2023-09-23,8.275394307051366
266,2023-09-24,8.297711578381861
267,2023-09-25,8.222426719093255
268,2023-09-26,7.998118591427488
269,2023-09-27,7.09703186869829
270,2023-09-28,7.990338604014369
271,2023-09-29,8.530357499671085
272,2023-09-30,7.569935561853769
273,2023-10-01,7.005365266919358
274,2023-10-02,7.229721014064653
275,2023-10-03,8.157012845910302
276,2023-10-04,8.186438004426218
277,2023-10-05,8.443146597310735
278,2023-10-06,7.972370502135174
279,2023-10-07,7.249835812010715
280,2023-10-08,7.590747929703162
281,2023-10-09,8.409419686299675
282,2023-10-10,8.070247953719738
283,2023-10-11,8.32491481733999
284,2023-10-12,8.21739440273052
285,2023-10-13,7.8975197241348525
286,2023-10-14,7.9129965812459835
287,2023-10-15,8.92855113487793
288,2023-10-16,8.20733713330461
289,2023-10-17,7.9357062248418195
290,2023-10-18,8.227709995468405
291,2023-10-19,8.111452909812137
292,2023-10-20,6.921321813252769
293,2023-10-21,8.325042257186157
294,2023-10-22,8.910469637044837
295,2023-10-23,7.609860065804968
296,2023-10-24,8.727017874419584
297,2023-10-25,7.871565151334042
298,2023-10-26,8.14673569882491
299,2023-10-27,8.535180008486588
300,2023-10-28,7.639999284354595
301,2023-10-29,8.621246956409236
302,2023-10-30,7.3928913593203305
303,2023-10-31,7.562422625543042
304,2023-11-01,7.703239841326237
305,2023-11-02,8.33100268322595
306,2023-11-03,7.829562794715264
307,2023-11-04,7.240012770207066
308,2023-11-05,7.891733564075086
309,2023-11-06,7.607889308732808
310,2023-11-07,8.365646810420184
311,2023-11-08,7.828382472772448
312,2023-11-09,8.035387037950326
313,2023-11-10,7.797263771429664
314,2023-11-11,8.216969484115145
315,2023-11-12,7.9082046182647225
316,2023-11-13,8.162599357343533
317,2023-11-14,6.703305717629145
318,2023-11-15,8.048625438488893
319,2023-11-16,8.206956835055117
320,2023-11-17,7.900359972542704
321,2023-11-18,8.33469623569627
322,2023-11-19,8.36930351449641
323,2023-11-20,8.652106945924752
324,2023-11-21,8.052405804036141
325,2023-11-22,7.043099647665009
326,2023-11-23,6.857250275605177
327,2023-11-24,7.199079523962741
328,2023-11-25,7.981046469407932
329,2023-11-26,7.921347355859718
330,2023-11-27,8.138119926009987
331,2023-11-28,7.687377038721413
332,2023-11-29,7.631754414247126
333,2023-11-30,8.277523971205216
334,2023-12-01,8.327962205686251
335,2023-12-02,7.87167493225976
336,2023-12-03,7.980761670880524
337,2023-12-04,8.202157171664496
338,2023-12-05,8.252171787581497
339,2023-12-06,7.42800965020063
340,2023-12-07,7.640213072041025
341,2023-12-08,7.384726977177307
342,2023-12-09,7.7465466925815845
343,2023-12-10,8.406166794670916
344,2023-12-11,8.273135933471883
345,2023-12-12,7.450951019818721
346,2023-12-13,8.25613336341299
347,2023-12-14,8.042921552671226
348,2023-12-15,7.75303664645704
349,2023-12-16,7.296770172448184
350,2023-12-17,7.912588314191116
351,2023-12-18,8.339972003057978
352,2023-12-19,6.918451175801938
353,2023-12-20,7.801938401124275
354,2023-12-21,9.12714184940248
355,2023-12-22,8.336318359284046
356,2023-12-23,8.129916247501738
357,2023-12-24,7.631407415214543
358,2023-12-25,7.6608350810630155
359,2023-12-26,7.9583558021500185
360,2023-12-27,8.801431814688568
361,2023-12-28,8.232794595447466
362,2023-12-29,7.563920801114588
363,2023-12-30,8.588393481191932
