,Date,Sales
351,2021-12-18,1994586.9426053215
352,2021-12-19,1995156.0749269233
353,2021-12-20,1994818.1611920572
354,2021-12-21,1995358.2679939107
355,2021-12-22,1995106.284891398
356,2021-12-23,1995069.43262869
357,2021-12-24,1995136.9522394063
358,2021-12-25,1995444.862963974
359,2021-12-26,1995142.1169686965
360,2021-12-27,1995420.8174642636
361,2021-12-28,1995078.9345590693
362,2021-12-29,1995034.7685270875
363,2021-12-30,1995394.1518694246
364,2021-12-31,1995424.6558716635
365,2022-01-01,1995612.919611829
366,2022-01-02,1995203.552248195
367,2022-01-03,1995467.7621048633
368,2022-01-04,1995656.701169777
369,2022-01-05,1995522.855241347
370,2022-01-06,1995260.3654069398
371,2022-01-07,1995725.1095369838
372,2022-01-08,1995779.6466308262
373,2022-01-09,1995552.0852744002
374,2022-01-10,1996039.4265876685
375,2022-01-11,1995723.4799243475
376,2022-01-12,1995622.2954321038
377,2022-01-13,1995744.1037805576
378,2022-01-14,1995869.6115828594
379,2022-01-15,1996131.9237835642
380,2022-01-16,1996254.626323232
381,2022-01-17,1995690.6257590982
382,2022-01-18,1996081.46750485
383,2022-01-19,1996140.4429031734
384,2022-01-20,1996035.4414284597
385,2022-01-21,1996196.4382680466
386,2022-01-22,1995887.3859374428
387,2022-01-23,1996256.7612066856
388,2022-01-24,1996087.0250313375
389,2022-01-25,1996326.088664197
390,2022-01-26,1995996.0660192305
391,2022-01-27,1995777.754156761
392,2022-01-28,1996639.09983663
393,2022-01-29,1996395.5919601212
394,2022-01-30,1996255.8661581634
395,2022-01-31,1996199.6087930014
396,2022-02-01,1995760.3498592838
397,2022-02-02,1996491.9109568815
398,2022-02-03,1995724.7834019675
399,2022-02-04,1996016.2449201809
400,2022-02-05,1996439.4516332767
401,2022-02-06,1997214.9432616518
402,2022-02-07,1996624.032361116
403,2022-02-08,1995846.9782874724
404,2022-02-09,1996094.789195557
405,2022-02-10,1995833.1095229816
406,2022-02-11,1996586.2665039839
407,2022-02-12,1995999.8868017513
408,2022-02-13,1996815.8191393842
409,2022-02-14,1995390.7046435955
410,2022-02-15,1996187.1466960288
411,2022-02-16,1996249.554798599
412,2022-02-17,1995200.4924338232
413,2022-02-18,1996071.4425098812
414,2022-02-19,1996190.95435276
415,2022-02-20,1996743.969810325
416,2022-02-21,1996522.53007776
417,2022-02-22,1996187.416982428
418,2022-02-23,1996002.9066532727
419,2022-02-24,1995548.499515875
420,2022-02-25,1995812.3385497902
421,2022-02-26,1996009.8785357787
422,2022-02-27,1996341.7019970228
423,2022-02-28,1996324.2693450283
424,2022-03-01,1996365.7120700784
425,2022-03-02,1996305.2104619558
426,2022-03-03,1995367.4402643982
427,2022-03-04,1996185.0818508274
428,2022-03-05,1995697.5755306087
429,2022-03-06,1996706.0367474696
430,2022-03-07,1996433.7977632103
431,2022-03-08,1995770.8107967451
432,2022-03-09,1996794.9661529877
433,2022-03-10,1995638.1089237903
434,2022-03-11,1995595.7910964338
435,2022-03-12,1995879.9110823711
436,2022-03-13,1995891.7436940698
437,2022-03-14,1996065.6390587569
438,2022-03-15,1995911.8554866854
439,2022-03-16,1996157.651132725
440,2022-03-17,1995564.8648216934
441,2022-03-18,1996250.5492152015
442,2022-03-19,1996503.6418046749
443,2022-03-20,1995540.9805560543
444,2022-03-21,1996297.4688850353
445,2022-03-22,1996386.6815643536
446,2022-03-23,1995649.427203062
447,2022-03-24,1996040.3531377644
448,2022-03-25,1995529.809804786
449,2022-03-26,1995218.666360634
450,2022-03-27,1995653.695229767
451,2022-03-28,1996427.9124524812
452,2022-03-29,1996348.0767704088
453,2022-03-30,1995919.0378750374
454,2022-03-31,1995515.0927299436
455,2022-04-01,1995638.479001334
456,2022-04-02,1995571.7697251164
457,2022-04-03,1994966.7005890978
458,2022-04-04,1995600.1105685828
459,2022-04-05,1995562.200441837
460,2022-04-06,1995977.992420274
461,2022-04-07,1996187.7317577975
462,2022-04-08,1995562.4267869638
463,2022-04-09,1996556.3020620341
464,2022-04-10,1995632.8607578443
465,2022-04-11,1996200.6601184406
466,2022-04-12,1996003.3534025718
467,2022-04-13,1995529.3601379537
468,2022-04-14,1994862.7297195087
469,2022-04-15,1995444.964914393
470,2022-04-16,1995579.7986857004
471,2022-04-17,1995695.8476833669
472,2022-04-18,1995278.0377808465
473,2022-04-19,1994912.4541433249
474,2022-04-20,1995587.1363379797
475,2022-04-21,1995766.1064862756
476,2022-04-22,1995356.7186421244
477,2022-04-23,1995200.3128810124
478,2022-04-24,1995152.5972499014
479,2022-04-25,1994628.9131527795
480,2022-04-26,1995869.2974653477
481,2022-04-27,1995832.8654128965
482,2022-04-28,1995416.3599238507
483,2022-04-29,1995806.6362104176
484,2022-04-30,1995545.6392422565
485,2022-05-01,1995501.1866737206
486,2022-05-02,1995786.2663485105
487,2022-05-03,1995132.6894356294
488,2022-05-04,1996396.7597889241
489,2022-05-05,1995916.6340042797
490,2022-05-06,1994913.2036963059
491,2022-05-07,1995804.8193123606
492,2022-05-08,1993785.0625120564
493,2022-05-09,1994854.4738037842
494,2022-05-10,1995019.0462380913
495,2022-05-11,1995817.1124126585
496,2022-05-12,1995186.0477889746
497,2022-05-13,1995894.2457007882
498,2022-05-14,1995465.8430242382
499,2022-05-15,1993703.7968481148
500,2022-05-16,1993624.278920901
501,2022-05-17,1994662.3638254812
502,2022-05-18,1995095.9701263607
503,2022-05-19,1995236.9296274537
504,2022-05-20,1994692.5279243144
505,2022-05-21,1995307.980859113
506,2022-05-22,1995425.384206956
507,2022-05-23,1993756.3360380828
508,2022-05-24,1995106.995698117
509,2022-05-25,1994185.9216132697
510,2022-05-26,1993855.9001048107
511,2022-05-27,1994162.252943807
512,2022-05-28,1994334.0721376685
513,2022-05-29,1994990.5435963408
514,2022-05-30,1994748.2581535042
515,2022-05-31,1993714.9314133972
516,2022-06-01,1993450.5701641638
517,2022-06-02,1993444.0237746579
518,2022-06-03,1993536.078762622
519,2022-06-04,1994547.1360176518
520,2022-06-05,1993259.2923436079
521,2022-06-06,1994384.1112649846
522,2022-06-07,1994694.4831466565
523,2022-06-08,1994036.5805786282
524,2022-06-09,1994339.58781165
525,2022-06-10,1993565.5181775168
526,2022-06-11,1994411.9188353948
527,2022-06-12,1994069.5607480833
528,2022-06-13,1994410.6700415667
529,2022-06-14,1992674.1626309534
530,2022-06-15,1994335.31300411
531,2022-06-16,1993454.0752178356
532,2022-06-17,1993796.9632394388
533,2022-06-18,1994213.3984919977
534,2022-06-19,1994240.1307833274
535,2022-06-20,1993326.423161021
536,2022-06-21,1993865.0739034065
537,2022-06-22,1993549.0426628531
538,2022-06-23,1992686.2476796692
539,2022-06-24,1993577.1804100922
540,2022-06-25,1993577.3922623764
541,2022-06-26,1993139.0654053513
542,2022-06-27,1993319.623811799
543,2022-06-28,1992916.0590746992
544,2022-06-29,1993762.087078923
545,2022-06-30,1993445.1658509942
546,2022-07-01,1992515.8179724806
547,2022-07-02,1993099.165288969
548,2022-07-03,1993874.5961221133
549,2022-07-04,1993033.2071068343
550,2022-07-05,1993472.2818857625
551,2022-07-06,1992998.3987293593
552,2022-07-07,1993129.0976151077
553,2022-07-08,1993032.260334422
554,2022-07-09,1991889.456648824
555,2022-07-10,1993809.7499662032
556,2022-07-11,1992436.5789635004
557,2022-07-12,1991408.5940450125
558,2022-07-13,1992700.3989197141
559,2022-07-14,1992360.511063878
560,2022-07-15,1993095.399756054
561,2022-07-16,1993676.266852156
562,2022-07-17,1992696.1151963382
563,2022-07-18,1992619.4975134956
564,2022-07-19,1993188.6357134671
565,2022-07-20,1990706.094583291
566,2022-07-21,1993791.4812021384
567,2022-07-22,1992609.5638693399
568,2022-07-23,1992209.0816436997
569,2022-07-24,1991811.881718553
570,2022-07-25,1992208.1503878518
571,2022-07-26,1991652.1121990518
572,2022-07-27,1992132.4058871528
573,2022-07-28,1992170.6016516339
574,2022-07-29,1992583.6232754255
575,2022-07-30,1992488.525465755
576,2022-07-31,1991857.9145051942
577,2022-08-01,1991899.986771939
578,2022-08-02,1991722.3540186565
579,2022-08-03,1992646.8191534297
580,2022-08-04,1992219.9070614527
581,2022-08-05,1990550.4054290028
582,2022-08-06,1991268.426996731
583,2022-08-07,1991764.0188034913
584,2022-08-08,1991476.584748201
585,2022-08-09,1992313.1052784766
586,2022-08-10,1991664.1552282244
587,2022-08-11,1991558.247201039
588,2022-08-12,1993040.4231046182
589,2022-08-13,1991715.1177007963
590,2022-08-14,1990642.2789469047
591,2022-08-15,1992462.0028511623
592,2022-08-16,1993206.6311061687
593,2022-08-17,1992100.5066956198
594,2022-08-18,1990244.0782373757
595,2022-08-19,1992675.801530931
596,2022-08-20,1991559.7508785953
597,2022-08-21,1990530.983700404
598,2022-08-22,1991637.4125824375
599,2022-08-23,1991024.2638265446
600,2022-08-24,1990119.280467748
601,2022-08-25,1992206.0369624987
602,2022-08-26,1989947.2013700076
603,2022-08-27,1990940.245911712
604,2022-08-28,1991304.4915441098
605,2022-08-29,1990974.8077444017
606,2022-08-30,1991049.1473494605
607,2022-08-31,1991220.6509167717
608,2022-09-01,1990943.3313004202
609,2022-09-02,1990674.416995202
610,2022-09-03,1990341.968927924
611,2022-09-04,1990495.879656774
612,2022-09-05,1989432.1384200307
613,2022-09-06,1990529.0874600215
614,2022-09-07,1990531.56496791
615,2022-09-08,1990852.23963821
616,2022-09-09,1990914.750992393
617,2022-09-10,1990334.533772775
618,2022-09-11,1989701.5683485176
619,2022-09-12,1990682.8701027469
620,2022-09-13,1990549.7522253164
621,2022-09-14,1989109.3512476918
622,2022-09-15,1990143.3201680798
623,2022-09-16,1991416.2722322182
624,2022-09-17,1990664.6720184062
625,2022-09-18,1990489.8056451431
626,2022-09-19,1989535.354492279
627,2022-09-20,1989638.8831753102
628,2022-09-21,1990023.5823951869
629,2022-09-22,1990131.350608827
630,2022-09-23,1990538.7081381269
631,2022-09-24,1990572.0455980496
632,2022-09-25,1990935.589071578
633,2022-09-26,1989549.534715986
634,2022-09-27,1990741.5139469986
635,2022-09-28,1989771.7734126144
636,2022-09-29,1990975.608416523
637,2022-09-30,1988841.6396823989
638,2022-10-01,1989369.8553257661
639,2022-10-02,1989514.7139388076
640,2022-10-03,1989738.3528742043
641,2022-10-04,1989672.4739399145
642,2022-10-05,1989466.067147302
643,2022-10-06,1990349.5305222338
644,2022-10-07,1989502.6075481812
645,2022-10-08,1989751.3739533972
646,2022-10-09,1989914.5623098342
647,2022-10-10,1989702.900349349
648,2022-10-11,1989720.4899894968
649,2022-10-12,1990153.3358678014
650,2022-10-13,1988888.8483425009
651,2022-10-14,1989486.2688347874
652,2022-10-15,1989818.9876833928
653,2022-10-16,1990196.1529246995
654,2022-10-17,1989914.8145086947
655,2022-10-18,1989642.4150211662
656,2022-10-19,1989214.9414206801
657,2022-10-20,1989293.6078922597
658,2022-10-21,1989836.1838804698
659,2022-10-22,1990795.0092532358
660,2022-10-23,1989035.9117501697
661,2022-10-24,1988851.438029328
662,2022-10-25,1989084.369497507
663,2022-10-26,1989259.737967273
664,2022-10-27,1989714.3547016778
665,2022-10-28,1990255.6877616334
666,2022-10-29,1990046.606665717
667,2022-10-30,1989364.080621918
668,2022-10-31,1989473.1923103922
669,2022-11-01,1989624.0531989771
670,2022-11-02,1989298.6969534613
671,2022-11-03,1989361.0155783184
672,2022-11-04,1989492.759373847
673,2022-11-05,1989451.6274625284
674,2022-11-06,1989682.9943992582
675,2022-11-07,1989639.2230954852
676,2022-11-08,1989481.8565497345
677,2022-11-09,1989502.8282996456
678,2022-11-10,1989616.9727276992
679,2022-11-11,1989845.3338359573
680,2022-11-12,1989541.4828168156
681,2022-11-13,1989744.7596954226
682,2022-11-14,1989546.5728367348
683,2022-11-15,1989720.2630733142
684,2022-11-16,1990137.923277556
685,2022-11-17,1989793.8219403801
686,2022-11-18,1989850.0553487972
687,2022-11-19,1989869.6692802222
688,2022-11-20,1990022.8873068863
689,2022-11-21,1990351.2405754107
690,2022-11-22,1990166.0421335849
691,2022-11-23,1990022.4248687194
692,2022-11-24,1989939.7354237302
693,2022-11-25,1990370.7871505814
694,2022-11-26,1989962.3314753594
695,2022-11-27,1990374.1312087942
696,2022-11-28,1990710.1583062853
697,2022-11-29,1990217.62330985
698,2022-11-30,1990180.2337340924
699,2022-12-01,1990184.2817474646
700,2022-12-02,1990111.2893010827
701,2022-12-03,1990305.2340163256
702,2022-12-04,1990266.3185995107
703,2022-12-05,1990524.180659165
704,2022-12-06,1990370.778861621
705,2022-12-07,1990708.8234519565
706,2022-12-08,1990553.1845062952
707,2022-12-09,1990392.6873761276
708,2022-12-10,1990437.7913922158
709,2022-12-11,1990688.4216406601
710,2022-12-12,1990478.8737226406
711,2022-12-13,1990702.2772479362
712,2022-12-14,1990877.7872982267
713,2022-12-15,1990804.8032936752
714,2022-12-16,1990755.7856841192
715,2022-12-17,1990538.5565355516
716,2022-12-18,1990519.3983774213
717,2022-12-19,1990606.9813265726
718,2022-12-20,1990791.4998126964
719,2022-12-21,1990830.6211595605
720,2022-12-22,1990868.33148472
721,2022-12-23,1990885.9445354624
722,2022-12-24,1991071.421712869
723,2022-12-25,1991197.0495125097
724,2022-12-26,1991007.8156078183
725,2022-12-27,1991296.2153098925
726,2022-12-28,1990894.300772043
727,2022-12-29,1990811.5711519776
728,2022-12-30,1991097.7453513308
729,2022-12-31,1990934.8559753406
730,2023-01-01,1991054.3970070486
731,2023-01-02,1991345.1996652398
732,2023-01-03,1991082.6345272192
733,2023-01-04,1991291.6458288652
734,2023-01-05,1991327.519512662
735,2023-01-06,1991255.5756399967
736,2023-01-07,1992020.7612897542
737,2023-01-08,1991220.978966719
738,2023-01-09,1991608.1519985253
739,2023-01-10,1991691.313015918
740,2023-01-11,1991523.8844525896
741,2023-01-12,1991280.5950544416
742,2023-01-13,1991678.8274217965
743,2023-01-14,1991443.0761178567
744,2023-01-15,1991613.8454982783
745,2023-01-16,1991626.5401523798
746,2023-01-17,1991723.1960478018
747,2023-01-18,1991945.0012484447
748,2023-01-19,1991829.690033254
749,2023-01-20,1991800.006771754
750,2023-01-21,1991592.012493278
751,2023-01-22,1991685.9128644292
752,2023-01-23,1992185.2939886937
753,2023-01-24,1991622.6197445784
754,2023-01-25,1991814.4689432867
755,2023-01-26,1991853.7347141623
756,2023-01-27,1991999.2076783658
757,2023-01-28,1992197.0109131918
758,2023-01-29,1992161.5659364646
759,2023-01-30,1992284.778117435
760,2023-01-31,1992155.7793903772
761,2023-02-01,1991791.2024644662
762,2023-02-02,1991933.5412745615
763,2023-02-03,1992302.0922690684
764,2023-02-04,1992184.6998835239
765,2023-02-05,1992726.50182201
766,2023-02-06,1992272.8707293707
767,2023-02-07,1991850.7176079063
768,2023-02-08,1992265.0651944275
769,2023-02-09,1992102.759651989
770,2023-02-10,1992902.9030927185
771,2023-02-11,1992216.8326337517
772,2023-02-12,1991895.278711495
773,2023-02-13,1992221.1020170387
774,2023-02-14,1991703.0858225473
775,2023-02-15,1991510.9857490298
776,2023-02-16,1991079.6797207787
777,2023-02-17,1991970.8430607244
778,2023-02-18,1991555.476728002
779,2023-02-19,1992033.7483660083
780,2023-02-20,1991949.9071082217
781,2023-02-21,1991387.049159825
782,2023-02-22,1990959.5142768912
783,2023-02-23,1992243.1605062934
784,2023-02-24,1991546.3761993786
785,2023-02-25,1991646.4280966618
786,2023-02-26,1992292.4161554903
