player_name,gender,current_team,games_played,runs_scored,innings,not_outs,balls_faced,fours,sixes,high_score,balls_bowled,runs_conceded,best_bowling,extras,catches,POMs
R Southby,female,Southern Brave,9,0,0,,0,0,0,,0,0,,0,4,1
A Stonehouse,female,Trent Rockets,7,16,1,1.0,7,3,0,16.0,121,174,39-2,24,1,0
T Flintoff,female,Birmingham Phoenix,7,89,6,,93,8,0,55.0,90,127,10-1,12,1,0
C Pavely,female,Birmingham Phoenix,3,9,3,2.0,13,0,0,4.0,25,41,29-1,3,0,0
P Litchfield,female,Northern Superchargers,10,279,9,1.0,210,38,3,68.0,0,0,,0,6,2
G Wareham,female,Northern Superchargers,10,80,8,5.0,68,7,0,19.0,195,222,7-3,7,7,0
L Dobson,female,Northern Superchargers,5,4,2,,13,0,0,3.0,5,6,,0,2,0
PJ Scholfield,female,Oval Invincibles,7,78,7,,61,7,3,30.0,120,170,31-3,6,7,0
LE Scott,female,Oval Invincibles,1,7,1,1.0,11,1,0,7.0,5,9,9-0,0,0,0
M Gaur,female,Manchester Originals,6,0,1,1.0,1,0,0,0.0,100,126,22-2,5,1,0
GM Harris,female,London Spirit,6,114,6,,76,17,2,87.0,0,0,,0,6,1
RM Ghosh,female,London Spirit,6,107,6,,93,12,2,34.0,0,0,,0,6,0
N Holland,female,London Spirit,3,9,3,1.0,13,1,0,7.0,0,0,,0,0,0
EM McCaughan,female,Welsh Fire,2,2,1,,2,0,0,2.0,0,0,,0,0,0
CM McCarthy,female,Trent Rockets,2,0,0,,0,0,0,,20,33,9-0,4,0,0
C Brewer,female,Birmingham Phoenix,1,0,0,,0,0,0,,10,26,26-0,1,0,0
N de Klerk,female,Oval Invincibles,2,56,2,1.0,30,9,1,51.0,35,55,20-1,2,0,1
Imad Wasim,male,Trent Rockets,2,27,2,1.0,26,3,0,26.0,35,27,15-2,0,1,0
LWP Wells,male,Welsh Fire,7,109,7,1.0,67,12,5,57.0,35,62,32-1,6,0,1
SS Eskinazi,male,Welsh Fire,8,208,8,1.0,134,19,8,58.0,0,0,,0,2,1
BGF Green,male,Welsh Fire,5,51,3,,42,1,3,25.0,40,50,26-2,2,3,0
Shaheen Shah Afridi,male,Welsh Fire,6,5,2,2.0,7,0,0,3.0,100,132,22-2,1,1,0
Haris Rauf,male,Welsh Fire,6,0,1,,1,0,0,0.0,100,126,27-4,4,1,0
MDE Holden,male,Manchester Originals,8,154,8,,97,18,4,37.0,0,0,,0,0,0
J Overton,male,Manchester Originals,10,202,9,4.0,111,17,12,83.0,85,117,21-2,4,6,1
Usama Mir,male,Manchester Originals,6,41,4,2.0,23,6,1,32.0,80,142,19-4,8,0,1
JC Tongue,male,Manchester Originals,5,0,0,,0,0,0,,76,130,32-3,6,2,0
DJ Mitchell,male,London Spirit,8,136,6,1.0,104,10,4,57.0,41,76,16-2,3,3,0
DJ Worrall,male,London Spirit,7,0,1,1.0,1,0,0,0.0,121,152,24-3,11,1,0
H Klaasen,male,Oval Invincibles,7,189,7,1.0,106,6,17,60.0,0,0,,0,3,1
AAP Atkinson,male,Oval Invincibles,6,3,1,1.0,4,0,0,3.0,115,179,26-3,14,1,0
ZJ Chappell,male,Oval Invincibles,4,0,1,,1,0,0,0.0,55,97,33-5,4,0,0
JL Smith,male,Birmingham Phoenix,7,191,7,,119,15,11,60.0,0,0,,0,4,1
Shadab Khan,male,Birmingham Phoenix,3,6,3,,13,0,0,4.0,35,56,17-1,0,1,0
MW Short,male,Northern Superchargers,8,150,7,,90,15,7,73.0,45,71,9-2,1,3,1
SA Zaib,male,Northern Superchargers,6,60,4,,51,4,2,21.0,0,0,,0,2,0
JJ Weatherley,male,Southern Brave,4,8,2,1.0,7,1,0,8.0,0,0,,0,2,0
SH Johnson,male,Oval Invincibles,6,1,1,1.0,1,0,0,1.0,100,139,2-3,11,0,0
CR Woakes,male,Birmingham Phoenix,3,20,3,1.0,20,0,1,16.0,55,71,21-1,4,0,0
JA Turner,male,Trent Rockets,1,0,0,,0,0,0,,20,23,23-3,2,0,0
TS Muyeye,male,Oval Invincibles,3,11,2,,13,1,0,11.0,0,0,,0,2,0
Zaman Khan,male,Manchester Originals,5,0,0,,0,0,0,,85,149,22-2,10,1,0
MJ Henry,male,Welsh Fire,2,0,0,,0,0,0,,35,29,17-2,5,1,0
MJ Santner,male,Southern Brave,2,0,0,,0,0,0,,35,38,18-1,1,1,0
TG Southee,male,London Spirit,1,3,1,,4,0,0,3.0,20,23,23-3,0,0,0
