report_id,timestamp,error_type,severity,active_users
1356,2023-10-11 15:00:00,UX,low,25924
1357,2023-10-11 16:00:00,UX,low,20393
1358,2023-10-11 16:00:00,Frozen,low,20393
1359,2023-10-11 16:00:00,Slow,low,20393
1360,2023-10-11 16:00:00,Slow,low,20393
1361,2023-10-11 16:00:00,Slow,low,20393
1362,2023-10-11 17:00:00,Data Loss,low,20475
1363,2023-10-11 17:00:00,Rendering,low,20475
1364,2023-10-11 17:00:00,Data Loss,low,20475
1365,2023-10-11 17:00:00,System Outage,low,20475
1366,2023-10-11 17:00:00,Login,low,20475
1367,2023-10-11 19:00:00,Slow,low,23512
1368,2023-10-11 19:00:00,Slow,low,23512
1369,2023-10-11 19:00:00,Slow,low,23512
1370,2023-10-11 19:00:00,UX,low,23512
1371,2023-10-11 19:00:00,UX,low,23512
1372,2023-10-11 19:00:00,Frozen,low,23512
1373,2023-10-11 20:00:00,Frozen,low,25100
1374,2023-10-11 20:00:00,Rendering,low,25100
1375,2023-10-11 20:00:00,Slow,low,25100
1376,2023-10-11 20:00:00,Slow,low,25100
1377,2023-10-11 20:00:00,Rendering,low,25100
1378,2023-10-11 20:00:00,Frozen,low,25100
1379,2023-10-11 23:00:00,Login,low,22989
1380,2023-10-11 23:00:00,Slow,low,22989
1381,2023-10-11 23:00:00,Frozen,low,22989
1382,2023-10-11 23:00:00,Slow,low,22989
1383,2023-10-11 23:00:00,Slow,low,22989
1384,2023-10-11 23:00:00,Login,low,22989
1385,2023-10-12 14:00:00,Login,high,34679
1386,2023-10-12 14:00:00,Login,high,34679
1387,2023-10-12 14:00:00,Frozen,high,34679
1388,2023-10-12 14:00:00,Frozen,high,34679
1389,2023-10-12 14:00:00,System Outage,high,34679
1390,2023-10-12 14:00:00,Login,high,34679
1391,2023-10-12 14:00:00,Frozen,high,34679
1392,2023-10-12 14:00:00,Login,high,34679
1393,2023-10-12 14:00:00,System Outage,high,34679
1394,2023-10-12 14:00:00,Data Loss,high,34679
1395,2023-10-12 14:00:00,System Outage,high,34679
1396,2023-10-12 14:00:00,Login,high,34679
1397,2023-10-12 14:00:00,Data Loss,high,34679
1398,2023-10-12 14:00:00,Frozen,high,34679
1399,2023-10-12 14:00:00,Frozen,high,34679
1400,2023-10-12 14:00:00,Login,high,34679
1401,2023-10-12 14:00:00,Login,high,34679
1402,2023-10-12 14:00:00,Login,high,34679
1403,2023-10-12 14:00:00,System Outage,high,34679
1404,2023-10-12 14:00:00,Login,low,34679
1405,2023-10-12 14:00:00,Frozen,low,34679
1406,2023-10-12 14:00:00,Slow,low,34679
1407,2023-10-12 14:00:00,Data Loss,low,34679
1408,2023-10-12 14:00:00,UX,low,34679
1409,2023-10-12 14:00:00,Rendering,low,34679
1410,2023-10-12 14:00:00,Rendering,low,34679
1411,2023-10-12 14:00:00,UX,low,34679
1412,2023-10-12 14:00:00,UX,low,34679
1413,2023-10-12 14:00:00,Rendering,low,34679
1414,2023-10-12 15:00:00,Frozen,low,26436
1415,2023-10-12 15:00:00,Frozen,low,26436
1416,2023-10-12 15:00:00,Slow,low,26436
1417,2023-10-12 15:00:00,Frozen,low,26436
1418,2023-10-12 15:00:00,Data Loss,low,26436
1419,2023-10-12 15:00:00,Slow,low,26436
1420,2023-10-12 15:00:00,Slow,low,26436
1421,2023-10-12 16:00:00,Frozen,low,27249
1422,2023-10-12 16:00:00,UX,low,27249
1423,2023-10-12 16:00:00,UX,low,27249
1424,2023-10-12 16:00:00,Rendering,low,27249
1425,2023-10-12 16:00:00,Rendering,low,27249
1426,2023-10-12 16:00:00,Slow,low,27249
1427,2023-10-12 16:00:00,Data Loss,low,27249
1428,2023-10-12 18:00:00,Slow,low,20812
1429,2023-10-12 18:00:00,Slow,low,20812
1430,2023-10-12 18:00:00,Rendering,low,20812
1431,2023-10-12 18:00:00,Login,low,20812
1432,2023-10-12 18:00:00,Slow,low,20812
1433,2023-10-12 20:00:00,Slow,low,21111
1434,2023-10-12 20:00:00,Slow,low,21111
1435,2023-10-12 20:00:00,Frozen,low,21111
1436,2023-10-12 20:00:00,Slow,low,21111
1437,2023-10-12 20:00:00,Rendering,low,21111
1438,2023-10-13 14:00:00,Slow,low,26803
1439,2023-10-13 14:00:00,Slow,low,26803
1440,2023-10-13 14:00:00,Slow,low,26803
1441,2023-10-13 14:00:00,Frozen,low,26803
1442,2023-10-13 14:00:00,Rendering,low,26803
1443,2023-10-13 14:00:00,System Outage,low,26803
1444,2023-10-13 14:00:00,Slow,low,26803
1445,2023-10-13 18:00:00,Frozen,low,24273
1446,2023-10-13 18:00:00,Frozen,low,24273
1447,2023-10-13 18:00:00,Rendering,low,24273
1448,2023-10-13 18:00:00,UX,low,24273
1449,2023-10-13 18:00:00,Frozen,low,24273
1450,2023-10-13 18:00:00,UX,low,24273
1451,2023-10-13 19:00:00,UX,low,22474
1452,2023-10-13 19:00:00,Frozen,low,22474
1453,2023-10-13 19:00:00,UX,low,22474
1454,2023-10-13 19:00:00,UX,low,22474
1455,2023-10-13 19:00:00,UX,low,22474
1456,2023-10-13 19:00:00,Slow,low,22474
1457,2023-10-16 14:00:00,Frozen,low,20531
1458,2023-10-16 14:00:00,Login,low,20531
1459,2023-10-16 14:00:00,System Outage,low,20531
1460,2023-10-16 14:00:00,Slow,low,20531
1461,2023-10-16 14:00:00,Rendering,low,20531
1462,2023-10-16 15:00:00,System Outage,high,32948
1463,2023-10-16 15:00:00,System Outage,high,32948
1464,2023-10-16 15:00:00,Frozen,high,32948
1465,2023-10-16 15:00:00,Login,high,32948
1466,2023-10-16 15:00:00,System Outage,high,32948
1467,2023-10-16 15:00:00,Slow,high,32948
1468,2023-10-16 15:00:00,Data Loss,high,32948
1469,2023-10-16 15:00:00,System Outage,high,32948
1470,2023-10-16 15:00:00,Login,high,32948
1471,2023-10-16 15:00:00,Login,high,32948
1472,2023-10-16 15:00:00,Frozen,high,32948
1473,2023-10-16 15:00:00,Data Loss,high,32948
1474,2023-10-16 15:00:00,Frozen,high,32948
1475,2023-10-16 15:00:00,System Outage,high,32948
1476,2023-10-16 15:00:00,System Outage,high,32948
1477,2023-10-16 15:00:00,Slow,high,32948
1478,2023-10-16 15:00:00,Login,high,32948
1479,2023-10-16 15:00:00,Login,high,32948
1480,2023-10-16 15:00:00,Slow,low,32948
1481,2023-10-16 15:00:00,Slow,low,32948
1482,2023-10-16 15:00:00,Data Loss,low,32948
1483,2023-10-16 15:00:00,System Outage,low,32948
1484,2023-10-16 15:00:00,Frozen,low,32948
1485,2023-10-16 15:00:00,Frozen,low,32948
1486,2023-10-16 15:00:00,Frozen,low,32948
1487,2023-10-16 15:00:00,Frozen,low,32948
1488,2023-10-16 15:00:00,Rendering,low,32948
1489,2023-10-16 15:00:00,UX,low,32948
1490,2023-10-16 16:00:00,Data Loss,low,20919
1491,2023-10-16 16:00:00,UX,low,20919
1492,2023-10-16 16:00:00,Data Loss,low,20919
1493,2023-10-16 16:00:00,Slow,low,20919
1494,2023-10-16 16:00:00,Login,low,20919
1495,2023-10-16 18:00:00,Slow,low,21945
1496,2023-10-16 18:00:00,UX,low,21945
1497,2023-10-16 18:00:00,Slow,low,21945
1498,2023-10-16 18:00:00,Slow,low,21945
1499,2023-10-16 18:00:00,Login,low,21945
1500,2023-10-16 18:00:00,Frozen,low,21945
1501,2023-10-16 20:00:00,Slow,low,24265
1502,2023-10-16 20:00:00,UX,low,24265
1503,2023-10-16 20:00:00,System Outage,low,24265
1504,2023-10-16 20:00:00,Slow,low,24265
1505,2023-10-16 20:00:00,UX,low,24265
1506,2023-10-16 20:00:00,UX,low,24265
1507,2023-10-16 21:00:00,System Outage,low,22618
1508,2023-10-16 21:00:00,Slow,low,22618
1509,2023-10-16 21:00:00,Slow,low,22618
1510,2023-10-16 21:00:00,Rendering,low,22618
1511,2023-10-16 21:00:00,Login,low,22618
1512,2023-10-16 21:00:00,Login,low,22618
1513,2023-10-17 13:00:00,System Outage,low,26102
1514,2023-10-17 13:00:00,Login,low,26102
1515,2023-10-17 13:00:00,Slow,low,26102
1516,2023-10-17 13:00:00,UX,low,26102
1517,2023-10-17 13:00:00,Slow,low,26102
1518,2023-10-17 13:00:00,UX,low,26102
1519,2023-10-17 13:00:00,UX,low,26102
1520,2023-10-17 14:00:00,Frozen,high,33969
1521,2023-10-17 14:00:00,Login,high,33969
1522,2023-10-17 14:00:00,Frozen,high,33969
1523,2023-10-17 14:00:00,System Outage,high,33969
1524,2023-10-17 14:00:00,Login,high,33969
1525,2023-10-17 14:00:00,Slow,high,33969
1526,2023-10-17 14:00:00,Frozen,high,33969
1527,2023-10-17 14:00:00,Frozen,high,33969
1528,2023-10-17 14:00:00,Frozen,high,33969
1529,2023-10-17 14:00:00,System Outage,high,33969
1530,2023-10-17 14:00:00,Slow,high,33969
1531,2023-10-17 14:00:00,Frozen,high,33969
1532,2023-10-17 14:00:00,Slow,high,33969
1533,2023-10-17 14:00:00,System Outage,high,33969
1534,2023-10-17 14:00:00,System Outage,high,33969
1535,2023-10-17 14:00:00,Login,high,33969
1536,2023-10-17 14:00:00,Frozen,high,33969
1537,2023-10-17 14:00:00,Frozen,high,33969
1538,2023-10-17 14:00:00,Login,high,33969
1539,2023-10-17 14:00:00,UX,low,33969
1540,2023-10-17 14:00:00,UX,low,33969
1541,2023-10-17 14:00:00,Slow,low,33969
1542,2023-10-17 14:00:00,Rendering,low,33969
1543,2023-10-17 14:00:00,UX,low,33969
1544,2023-10-17 14:00:00,Frozen,low,33969
1545,2023-10-17 14:00:00,Data Loss,low,33969
1546,2023-10-17 14:00:00,Frozen,low,33969
1547,2023-10-17 14:00:00,Slow,low,33969
1548,2023-10-17 14:00:00,Slow,low,33969
1549,2023-10-17 15:00:00,System Outage,high,34673
1550,2023-10-17 15:00:00,Slow,high,34673
1551,2023-10-17 15:00:00,System Outage,high,34673
1552,2023-10-17 15:00:00,System Outage,high,34673
